CASENUM,VEH_NO,REGION,PSU,PJ,PSU_VAR,URBANICITY,STRATUM,PVE_FORMS,PNUMOCCS,PMONTH,PHOUR,PMINUTE,PHARM_EV,PMAN_COLL,PTYPE,PHIT_RUN,PMAKE,PMODEL,PMAK_MOD,PBODYTYP,PMODYEAR,PVIN,PTRAILER,PMCARR_I1,PMCARR_I2,PMCARR_ID,PGVWR,PV_CONFIG,PCARGTYP,PHAZ_INV,PHAZPLAC,PHAZ_ID,PHAZ_CNO,PHAZ_REL,PBUS_USE,PSP_USE,PEM_USE,PIMPACT1,PVEH_SEV,PTOWED,PM_HARM,PVEH_SC1,PVEH_SC2,PFIRE,PTRLR1VIN,PTRLR2VIN,PTRLR3VIN,PSUSTRAT,WEIGHT
201700161565,2,3,38,573,38,1,9,1,0,8,10,45,14,0,2,0,12,481,12481,34,2001,2FTZX17261C,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,10,4,5,12,0,0,0,777777777777,777777777777,777777777777,14,155.45811821
201700161652,3,4,56,205,205,1,9,2,0,8,7,50,12,6,2,0,49,32,49032,4,2014,5YFBURHE8EP0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,2,5,12,0,0,0,777777777777,777777777777,777777777777,20,180.37024724
201700163404,2,2,25,2091,25,1,10,1,0,9,21,0,14,0,2,0,37,32,37032,4,2009,1HGCP26849A0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,11,4,5,12,0,0,0,777777777777,777777777777,777777777777,8,201.33723815
201700163510,2,2,67,1919,67,1,8,1,0,8,17,50,14,0,2,0,30,40,30040,4,2006,3VWSF71K16M6,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,9,5,12,0,0,0,777777777777,777777777777,777777777777,8,120.5459308
201700163932,3,2,67,1919,67,1,9,2,0,9,18,10,12,2,2,0,63,34,63034,4,2013,5XXGM4A75DG2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,2,5,12,0,0,0,777777777777,777777777777,777777777777,8,150.41383024
201700163985,2,4,44,378,44,2,10,1,1,9,14,20,14,0,2,0,49,40,49040,4,2010,4T1BF3EK6AU0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,2,5,12,0,0,0,777777777777,777777777777,777777777777,25,206.61149866
201700164099,2,2,67,1919,67,1,10,1,0,9,20,50,14,0,2,0,14,17,14017,4,2005,1MEFM50U05A6,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,61,4,5,12,0,0,0,777777777777,777777777777,777777777777,8,202.68214761
201700164414,2,2,29,966,29,1,10,1,0,9,12,20,14,0,2,0,18,23,18023,4,2009,1G4HP57M09U1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,8,5,12,0,0,0,777777777777,777777777777,777777777777,7,202.05973921
201700164576,2,1,72,1723,72,1,10,1,0,9,15,25,14,0,2,0,49,399,49399,4,1999,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,8,5,12,0,0,0,777777777777,777777777777,777777777777,1,214.59882978
201700164676,2,2,67,1919,67,1,10,2,2,8,7,41,12,7,2,0,82,881,82881,66,1993,1FUYDSYB8PH4,1,57,662736,57662736,3,6,98,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,888888888888,777777777777,777777777777,8,202.68214761
201700165219,2,3,40,3106,40,1,10,1,0,9,7,59,14,0,2,0,12,402,12402,14,2016,1FMCU9J95GUB,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,98,0,6,8,3,12,0,0,0,777777777777,777777777777,777777777777,15,208.24140842
201700166242,2,3,17,1053,17,1,2,1,1,8,17,43,14,0,2,0,12,401,12401,14,2003,1FMZU73K83UA,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,2,12,0,0,0,777777777777,777777777777,777777777777,15,23.584141034
201700167131,2,3,83,2810,83,1,10,1,1,7,22,40,14,0,2,0,41,50,41050,4,2007,1YVHP80C475M,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,2,12,0,0,0,777777777777,777777777777,777777777777,13,209.74686601
201700167211,3,4,46,337,46,1,10,2,0,9,12,40,12,6,2,0,48,38,48038,6,2016,JF1GPAP69GH2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,2,12,0,0,0,777777777777,777777777777,777777777777,22,225.00004597
201700167327,2,2,25,2092,25,1,10,1,0,9,19,54,14,0,2,0,22,20,22020,4,2006,2G2WP5526612,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,2,5,12,0,0,0,777777777777,777777777777,777777777777,8,201.33723815
201700169348,1,1,61,1571,61,1,10,1,0,6,10,49,14,0,2,0,34,39,34039,2,2000,WBACH3348YFE,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,3,4,8,12,0,0,0,777777777777,777777777777,777777777777,1,300.7558289
201700169358,2,1,61,1571,61,1,10,1,0,6,11,27,14,0,2,0,49,50,49050,3,2007,JTKDE1678701,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,5,12,0,0,0,777777777777,777777777777,777777777777,1,300.7558289
201700170607,2,4,46,337,46,1,9,1,0,9,13,28,14,0,2,0,37,32,37032,2,2000,1HGCG3159YA0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,11,2,5,12,0,0,0,777777777777,777777777777,777777777777,22,165.62524701
201700170664,2,2,25,2092,25,1,10,1,0,9,15,0,14,0,2,0,63,32,63032,5,2013,KNADM5A39D61,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,2,5,12,0,0,0,777777777777,777777777777,777777777777,8,201.33723815
201700170715,2,3,17,1053,17,1,10,1,1,8,14,44,14,0,2,0,34,47,34047,2,2015,WBS3R9C51FK3,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,6,2,12,0,0,0,777777777777,777777777777,777777777777,15,207.22614591
201700170821,2,2,25,2092,25,1,10,1,0,9,14,50,14,0,3,0,41,54,41054,6,2008,JM3TB38A7801,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,63,4,5,12,0,0,0,777777777777,777777777777,777777777777,8,201.33723815
201700172083,2,3,33,1459,33,1,10,1,1,9,14,6,14,0,2,0,20,37,20037,4,2004,1G1ND52FX4M5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,4,5,12,0,0,0,777777777777,777777777777,777777777777,11,207.67319888
201700172157,2,2,25,1829,25,1,8,1,0,9,20,19,14,0,3,0,20,403,20403,14,2006,1GNDT13S4622,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,4,5,12,0,0,0,777777777777,777777777777,777777777777,8,120.31822539
201700172253,2,3,33,1484,33,1,10,1,0,8,12,19,14,0,2,0,54,35,54035,4,1997,JH4UA3652VC0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,6,2,12,0,0,0,777777777777,777777777777,777777777777,11,207.67319889
201700172421,2,2,67,1919,67,1,2,1,0,8,14,1,14,0,2,0,35,49,35049,6,2006,JN8AZ08W56W5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,2,12,0,0,0,777777777777,777777777777,777777777777,8,23.019097849
201700172429,1,1,13,1207,13,1,10,1,0,9,2,25,14,0,2,0,49,399,49399,9,2008,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,6,2,12,0,0,0,777777777777,777777777777,777777777777,3,217.0126951
201700172549,3,4,60,232,60,1,6,2,0,9,19,12,12,7,2,0,69,54,69054,9,2010,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,4,5,12,0,0,0,777777777777,777777777777,777777777777,21,63.040922667
201700172782,1,1,80,1800,80,1,8,1,0,9,6,10,14,0,2,0,30,399,30399,4,2008,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,2,12,0,0,0,777777777777,777777777777,777777777777,2,127.45498731
201700172816,2,3,63,2906,63,2,10,1,0,9,21,0,14,0,2,0,23,481,23481,34,2008,1GTEC19C38Z1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,8,5,12,0,0,0,777777777777,777777777777,777777777777,16,196.38305856
201700172875,5,4,46,353,46,1,4,5,0,9,16,10,12,2,3,0,35,47,35047,4,2016,1N4AL3AP4GN3,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,2,5,12,0,0,0,777777777777,777777777777,777777777777,22,14.3016329
201700172875,6,4,46,353,46,1,4,5,0,9,16,10,12,2,3,0,20,402,20402,14,2002,2CNBJ13C8269,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,2,5,12,0,0,0,777777777777,777777777777,777777777777,22,14.3016329
201700173288,2,4,56,206,206,1,10,1,0,7,20,0,14,0,2,0,34,34,34034,2,2005,WBABD53465PD,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,5,2,5,12,0,0,0,777777777777,777777777777,777777777777,20,242.7184756
201700173288,3,4,56,206,206,1,10,1,0,7,20,0,14,0,2,1,99,999,99999,99,9999,888888888888,9,99,999999999,99999999999,8,99,99,1,0,0,0,0,99,99,9,6,2,5,14,99,99,0,777777777777,777777777777,777777777777,20,242.7184756
201700173304,1,4,56,206,206,1,3,2,1,6,11,20,14,0,2,0,58,403,58403,14,2017,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,4,3,12,0,0,0,777777777777,777777777777,777777777777,20,28.879824604
201700173316,3,4,56,206,206,1,6,2,0,7,9,15,12,7,2,0,59,403,59403,14,2016,2T2ZZMCA9GC0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,5,12,0,0,0,777777777777,777777777777,777777777777,20,61.609514748
201700174415,2,3,63,2825,63,2,8,1,0,9,7,50,14,0,2,0,12,881,12881,63,2013,3FRPF7FC6DV0,1,57,59292280,5759292280,3,4,97,1,0,0,0,0,0,0,0,6,8,5,12,0,0,0,4S8SZ1611EW0,777777777777,777777777777,16,117.57649046
201700174416,2,3,63,2825,63,2,9,1,0,9,18,11,14,0,2,0,7,26,7026,4,2014,1C3CDZAB2EN1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,8,5,12,0,0,0,777777777777,777777777777,777777777777,16,148.21304984
201700174428,2,3,33,1472,33,1,10,1,0,9,4,45,14,0,2,0,30,40,30040,4,2008,3VWRM71K98M0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,2,5,12,0,0,0,777777777777,777777777777,777777777777,11,207.67319889
201700174511,2,2,67,1919,67,1,10,1,0,8,19,33,14,0,2,0,6,51,6051,4,2006,2C3KA53G56H3,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,83,2,5,12,0,0,0,777777777777,777777777777,777777777777,8,202.68214761
201700174865,2,4,41,159,41,1,10,1,0,9,16,30,14,0,2,0,22,22,22022,4,2007,1G2ZG58N8742,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,6,2,12,0,0,0,777777777777,777777777777,777777777777,22,223.42874434
201700175254,2,4,10,322,10,1,10,1,0,9,22,45,14,0,2,0,22,441,22441,20,2002,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,2,5,12,0,0,0,777777777777,777777777777,777777777777,21,254.67668904
201700176901,2,4,56,211,211,1,10,1,0,9,10,15,14,0,2,0,49,40,49040,4,2016,4T1BF1FK2GU5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,61,2,5,12,0,0,0,777777777777,777777777777,777777777777,20,242.7184756
201700176901,3,4,56,211,211,1,10,1,0,9,10,15,14,0,2,0,49,40,49040,4,2011,4T1BF3EK4BU6,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,5,14,0,0,0,777777777777,777777777777,777777777777,20,242.7184756
201700177279,2,3,48,87,48,1,7,1,0,10,14,59,14,0,2,0,42,45,42045,1,1998,WDBKK47FXWF0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,2,5,12,0,0,0,777777777777,777777777777,777777777777,12,134.03302873
201700177354,2,3,48,87,48,1,6,1,0,10,14,24,14,0,3,0,20,37,20037,4,2015,1G11D5SLXFU1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,2,12,0,0,0,777777777777,777777777777,777777777777,12,52.468721357
201700177816,2,3,12,455,12,1,4,1,3,10,18,14,14,0,3,0,7,482,7482,34,2011,1D7RB1GT3BS6,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,5,12,0,0,0,777777777777,777777777777,777777777777,12,10.659262731
201700179105,2,2,67,1919,67,1,10,1,0,8,11,33,14,0,2,0,30,40,30040,9,2009,999999999999,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,61,2,5,12,0,0,0,777777777777,777777777777,777777777777,8,202.68214761
201700179352,1,4,46,369,46,1,9,1,1,9,15,59,14,0,2,0,7,24,7024,4,2017,2C3CDXHG1HH5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,9,2,5,12,0,0,0,777777777777,777777777777,777777777777,22,165.62524702
201700179611,2,2,67,1919,67,1,10,1,0,9,10,47,14,0,2,0,63,37,63037,6,2013,KNDJT2A57D75,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,11,4,5,12,0,0,0,777777777777,777777777777,777777777777,8,202.68214761
201700179850,2,1,76,2298,76,1,8,1,0,9,3,38,14,0,2,0,63,402,63402,14,2008,KNDJC7359858,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,2,12,0,0,0,777777777777,777777777777,777777777777,2,130.70559415
201700179850,3,1,76,2298,76,1,8,1,0,9,3,38,14,0,2,0,7,442,7442,20,2016,2C4RDGBG7GR1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,5,14,0,0,0,777777777777,777777777777,777777777777,2,130.70559415
201700180217,3,2,29,970,29,1,10,2,0,9,11,0,12,6,2,0,35,47,35047,4,2005,1N4AL11DX5C3,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,8,5,12,0,0,0,777777777777,777777777777,777777777777,7,202.05973921
201700180295,3,3,51,1098,51,1,4,2,0,9,20,45,12,1,2,0,35,47,35047,4,2002,1N4AL11D12C2,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,777777777777,777777777777,777777777777,10,10.291785089
201700180479,2,2,25,1829,25,1,10,1,0,10,13,5,14,0,2,0,82,881,82881,63,2017,3ALACXDTXHDJ,1,57,093861,57093861,3,4,98,1,0,0,0,0,0,0,0,11,2,5,12,0,0,0,888888888888,777777777777,777777777777,8,201.33723815
201700180490,2,3,33,1481,33,1,9,1,0,8,10,39,14,0,2,0,49,401,49401,14,2013,JTEBU5JR7D51,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,777777777777,777777777777,777777777777,11,154.80372592
201700180662,2,4,44,388,44,2,2,1,1,10,8,48,14,0,2,0,19,3,19003,4,2004,1G6KD54Y04U1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,62,4,5,12,0,0,0,777777777777,777777777777,777777777777,25,23.029361188
201700180686,3,3,17,1053,17,1,5,2,0,8,10,43,12,2,3,0,97,997,97997,98,9998,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,9,5,55,0,0,0,777777777777,777777777777,777777777777,15,22.329724185
201700181859,2,3,33,1477,33,1,6,1,0,8,12,47,14,0,2,0,35,402,35402,14,2001,5N1ED28Y01C5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,777777777777,777777777777,777777777777,11,52.893274628
201700181957,3,3,17,1053,17,1,3,2,0,8,20,49,12,1,2,0,35,47,35047,4,2013,1N4AL3AP6DC1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,61,2,5,12,0,0,0,777777777777,777777777777,777777777777,15,25.098530306
201700181957,4,3,17,1053,17,1,3,2,0,8,20,49,12,1,2,0,35,47,35047,4,2016,1N4AL3AP4GC1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,61,2,5,12,0,0,0,777777777777,777777777777,777777777777,15,25.098530306
201700181984,2,1,22,1260,22,2,10,1,0,9,10,9,14,0,2,0,49,46,49046,5,2006,JTDKB22U6631,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,11,2,5,12,0,0,0,777777777777,777777777777,777777777777,5,210.8792301
201700183219,2,3,65,2851,65,1,10,1,0,9,9,30,14,0,2,0,20,32,20032,4,1996,1Y1SK5283TZ0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,8,5,12,0,0,0,777777777777,777777777777,777777777777,13,205.9565289
201700183320,2,4,10,313,10,1,10,1,0,3,0,45,14,0,2,0,35,443,35443,20,1998,4N2ZN1119WD8,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,98,4,5,12,0,0,0,777777777777,777777777777,777777777777,21,254.67668904
201700183320,3,4,10,313,10,1,10,1,0,3,0,45,14,0,2,0,52,471,52471,34,1995,JA7LS21G6SP0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,98,4,5,12,0,0,0,777777777777,777777777777,777777777777,21,254.67668904
201700183771,2,4,10,313,10,1,8,1,0,4,1,1,14,0,2,0,37,32,37032,4,1998,1HGCG5545WA1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,6,2,12,0,0,0,777777777777,777777777777,777777777777,21,158.50303165
201700183771,3,4,10,313,10,1,8,1,0,4,1,1,14,0,2,0,24,7,24007,4,2006,1G8AZ55FX6Z1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,2,5,14,0,0,0,777777777777,777777777777,777777777777,21,158.50303165
201700183875,2,4,10,313,10,1,10,1,0,4,4,14,14,0,2,0,12,402,12402,14,2016,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,62,8,8,12,0,0,0,777777777777,777777777777,777777777777,21,254.67668904
201700183875,3,4,10,313,10,1,10,1,0,4,4,14,14,0,2,0,49,402,49402,14,2001,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,98,8,8,12,0,0,0,777777777777,777777777777,777777777777,21,254.67668904
201700184013,2,3,38,569,38,1,3,1,0,8,23,26,14,0,2,0,49,401,49401,14,1998,JT3HN87R7W0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,11,4,5,12,0,0,0,777777777777,777777777777,777777777777,14,25.710711865
201700184234,2,3,51,1098,51,1,10,1,0,9,99,99,14,0,2,0,37,32,37032,4,2002,1HGCG56702A1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,5,4,5,12,0,0,0,777777777777,777777777777,777777777777,10,207.14701887
201700184294,2,4,64,305,64,1,10,1,0,9,5,10,14,0,2,0,49,33,49033,9,2002,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,8,5,12,0,0,0,777777777777,777777777777,777777777777,23,250.1436297
201700184688,2,3,75,1225,75,2,8,1,0,10,19,53,38,0,3,0,20,37,20037,4,2004,1G1ND53F04M6,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,8,12,0,0,0,777777777777,777777777777,777777777777,19,117.84188177
201700184688,3,3,75,1225,75,2,8,1,0,10,19,53,38,0,3,0,7,2,7002,2,1971,WM23N1A18394,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,8,4,8,12,0,0,0,777777777777,777777777777,777777777777,19,117.84188177
201700184688,4,3,75,1225,75,2,8,1,0,10,19,53,38,0,3,0,12,37,12037,4,2002,1FAFP383X2W1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,6,8,12,0,0,0,777777777777,777777777777,777777777777,19,117.84188177
201700185062,3,4,56,214,214,1,8,2,0,9,13,55,12,2,2,0,49,40,49040,4,2012,4T1BF1FK9CU1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,63,2,3,12,0,0,0,777777777777,777777777777,777777777777,20,145.32825713
201700185189,2,2,67,1919,67,1,9,1,1,8,14,25,14,0,2,0,23,402,23402,14,2014,2GKALREK4E63,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,4,5,12,0,0,0,777777777777,777777777777,777777777777,8,150.41383024
201700185445,2,4,10,313,10,1,10,1,0,5,23,15,18,0,2,0,84,999,84999,99,2007,888888888888,0,0,000000000,00000000000,8,0,0,1,0,0,0,0,0,0,0,6,4,5,12,0,0,0,777777777777,777777777777,777777777777,21,254.67668904
201700185805,2,4,10,313,10,1,10,1,0,5,22,56,18,0,3,0,12,3,12003,2,2003,1FAFP40473F3,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,5,12,0,0,0,777777777777,777777777777,777777777777,21,254.67668904
201700186146,2,3,54,526,54,1,9,1,0,9,8,40,14,0,2,0,97,997,97997,98,9998,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,8,8,12,0,0,0,777777777777,777777777777,777777777777,14,153.0097823
201700186235,2,2,67,1921,67,1,7,1,0,9,9,16,14,0,2,0,20,22,20022,4,2010,1G1AB5F50A72,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,2,5,12,0,0,0,777777777777,777777777777,777777777777,8,127.60440986
201700187983,2,3,75,1230,75,2,7,1,1,10,13,45,14,0,2,1,20,481,20481,34,2007,1GCHK24UX7E1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,10,2,5,12,0,0,0,777777777777,777777777777,777777777777,19,126.68436492
201700188856,2,3,54,526,54,1,5,1,0,9,13,35,35,0,2,0,99,999,99999,99,9999,999999999999,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,10,9,5,12,0,0,0,777777777777,777777777777,777777777777,14,47.642354925
201700188869,1,3,35,2792,35,1,7,1,3,8,15,34,14,0,2,0,35,47,35047,4,2009,1N4AL21E39N5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,5,12,0,0,0,777777777777,777777777777,777777777777,13,129.91772313
201700188955,2,1,15,2514,15,2,8,1,0,9,1,25,14,0,2,0,35,47,35047,4,2013,1N4AL3AP4DN4,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,8,6,5,12,0,0,0,777777777777,777777777777,777777777777,5,128.12880759
201700189230,2,2,67,1919,67,1,10,1,0,9,18,8,14,0,2,0,24,1,24001,4,2002,1G8ZK52782Z1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,62,4,5,12,0,0,0,777777777777,777777777777,777777777777,8,202.68214761
201700189230,3,2,67,1919,67,1,10,1,0,9,18,8,14,0,2,0,24,401,24401,14,2004,5GZCZ23D54S8,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,62,2,5,12,0,0,0,777777777777,777777777777,777777777777,8,202.68214761
201700189719,2,4,10,313,10,1,5,1,0,6,4,6,38,0,2,0,54,421,54421,15,2005,2HNYD189X5H5,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,81,8,2,12,0,0,0,777777777777,777777777777,777777777777,21,25.504624186
201700189775,2,4,10,313,10,1,10,1,0,6,4,4,14,0,2,0,20,481,20481,34,2000,2GCEC19VXY13,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,4,5,12,0,0,0,777777777777,777777777777,777777777777,21,254.67668904
201700190059,2,3,38,569,38,1,10,1,3,9,20,32,14,0,2,0,99,884,99884,78,9999,888888888888,9,77,777777777,77777777777,8,19,98,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,777777777777,777777777777,777777777777,14,208.60654671
201700190136,2,4,10,313,10,1,3,1,0,6,19,50,33,0,2,0,69,54,69054,3,2006,WMWRC33506TK,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,777777777777,777777777777,777777777777,21,30.288329664
201700190219,2,3,38,578,38,1,10,1,0,9,10,42,14,0,2,0,35,50,35050,5,2010,3N1BC1CP0AL,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,8,2,5,12,0,0,0,777777777777,777777777777,777777777777,14,208.6065467
201700190435,2,3,30,3296,30,1,10,1,0,8,22,38,14,0,3,0,49,482,49482,34,2007,5TFST54107X0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,5,2,5,12,0,0,0,777777777777,777777777777,777777777777,14,217.35132147
201700190435,3,3,30,3296,30,1,10,1,0,8,22,38,14,0,3,0,12,461,12461,21,2008,1FTNE24L38DA,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,5,2,5,14,0,0,0,777777777777,777777777777,777777777777,14,217.35132147
201700190510,2,4,56,206,206,1,10,1,0,8,19,45,14,0,2,0,20,499,20499,39,2004,888888888888,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,12,2,5,12,0,0,0,777777777777,777777777777,777777777777,20,242.7184756
201700190532,2,4,56,206,206,1,8,1,0,7,23,0,14,0,2,0,12,422,12422,15,2000,1FMRU1566YLB,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,8,8,12,0,0,0,777777777777,777777777777,777777777777,20,145.32825713
201700190770,2,4,20,3019,20,2,10,1,0,10,6,16,14,0,2,0,20,481,20481,34,2006,2GCEK13V5612,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,2,12,0,0,0,777777777777,777777777777,777777777777,25,201.78377017
201700191756,2,3,35,2819,35,1,10,1,0,8,12,34,14,0,2,0,35,51,35051,6,2017,5N1AT2MV4HC7,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,7,4,8,12,0,0,0,777777777777,777777777777,777777777777,13,208.0223707
201700192602,2,3,51,1098,51,1,7,1,0,9,13,35,14,0,2,0,7,27,7027,6,2015,3C4PDCBG4FT7,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,5,12,0,0,0,777777777777,777777777777,777777777777,10,135.38743603
201700193117,2,4,10,313,10,1,6,1,0,7,17,54,14,0,2,0,37,31,37031,4,2010,19XFA1F36AE0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,2,12,0,0,0,777777777777,777777777777,777777777777,21,63.51036118
201700193412,2,3,32,2803,32,2,2,1,0,8,12,51,8,0,2,0,12,881,12881,61,2002,1FDAF56F72EA,0,88,888888888,88888888888,2,1,96,1,0,0,0,0,0,0,0,8,4,5,12,0,0,0,777777777777,777777777777,777777777777,17,22.555819082
201700193694,2,4,10,313,10,1,10,1,0,8,19,5,14,0,2,0,49,43,49043,4,2000,4T1BF28B3YU1,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,2,12,0,0,0,777777777777,777777777777,777777777777,21,254.67668904
201700193694,3,4,10,313,10,1,10,1,0,8,19,5,14,0,2,0,37,32,37032,4,1994,JHMCD5668RC0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,2,5,14,0,0,0,777777777777,777777777777,777777777777,21,254.67668904
201700193791,2,4,10,313,10,1,10,1,0,8,20,11,14,0,2,0,37,39,37039,5,2012,JHMGE8H52CC0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,6,6,2,12,0,0,0,777777777777,777777777777,777777777777,21,254.67668904
