CASENUM,VEH_NO,PER_NO,PSU,PJ,STRATUM,NMIMPAIR,URBANICITY,REGION,PSUSTRAT,PSU_VAR,WEIGHT
201600674914,0,1,28,448,2,98,1,3,11,28,26.308637203
201600675720,0,1,59,500,2,98,1,3,10,59,40.571280898
201600677600,0,1,38,568,2,0,1,3,14,38,25.146648241
201600677669,0,1,72,1723,2,0,1,1,1,72,90.042657977
201600677799,0,1,47,2001,2,0,2,2,9,47,79.355814519
201600677799,0,2,47,2001,2,0,2,2,9,47,79.355814519
201600678237,0,1,31,1709,2,0,1,1,2,31,27.199225596
201600678495,0,1,41,159,2,0,1,4,22,41,34.327036498
201600678677,0,1,31,1709,2,0,1,1,2,31,27.199225596
201600678681,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600679198,0,1,56,205,2,0,1,4,20,205,99.7642174
201600679580,0,1,56,205,2,0,1,4,20,205,99.7642174
201600680050,0,1,65,2851,2,9,1,3,13,65,24.694921393
201600680131,0,1,38,573,2,0,1,3,14,38,21.883804797
201600680491,0,1,25,2092,2,0,1,2,8,25,82.605494504
201600680923,0,1,38,573,2,0,1,3,14,38,25.14664824
201600680928,0,1,44,388,2,98,2,4,25,44,35.950176889
201600680961,0,1,44,388,2,98,2,4,25,44,35.950176889
201600681050,0,1,31,1708,2,0,1,1,2,31,27.199225596
201600681050,0,2,31,1708,2,0,1,1,2,31,27.199225596
201600681341,0,1,33,1482,2,0,1,3,11,33,28.259982016
201600681343,0,1,31,1709,2,0,1,1,2,31,27.199225596
201600681367,0,1,47,2001,2,0,2,2,9,47,79.355814519
201600681367,0,2,47,2001,2,98,2,2,9,47,79.355814519
201600682209,0,1,51,1098,2,98,1,3,10,51,25.885392006
201600682444,0,1,17,1053,2,0,1,3,15,17,24.436881848
201600682704,0,1,27,896,2,0,1,2,6,27,32.281757605
201600683072,0,1,12,459,2,98,1,3,12,12,26.183018048
201600683373,0,1,12,455,2,98,1,3,12,12,26.183018048
201600683424,0,1,12,457,2,98,1,3,12,12,26.183018048
201600683796,0,1,28,437,2,98,1,3,11,28,26.308637204
201600685849,0,1,40,3076,2,0,1,3,15,40,40.068655937
201600686028,0,1,41,159,2,0,1,4,22,41,34.327036498
201600686491,0,1,12,457,2,98,1,3,12,12,26.183018048
201600686946,0,1,13,1207,2,98,1,1,3,13,67.587773662
201600687053,0,1,13,1191,2,1,1,1,3,13,67.587773663
201600687079,0,1,56,206,2,99,1,4,20,206,99.7642174
201600687199,0,1,38,573,2,0,1,3,14,38,25.14664824
201600687502,0,1,10,329,2,0,1,4,21,10,82.836785936
201600688198,0,1,33,1484,2,0,1,3,11,33,28.259982016
201600688905,0,1,29,966,2,0,1,2,7,29,23.303562556
201600689116,0,1,67,1919,2,0,1,2,8,67,23.617961644
201600690391,0,1,51,1098,2,0,1,3,10,51,25.885392006
201600690461,0,1,41,159,2,0,1,4,22,41,34.327036498
201600690549,0,1,30,3296,2,99,1,3,14,30,23.759591509
201600690648,0,1,82,2139,2,0,2,3,19,82,21.95172509
201600690751,0,1,78,454,2,98,1,3,10,78,28.205634142
201600690809,0,1,78,453,2,98,1,3,10,78,28.205634142
201600691184,0,1,28,448,2,98,1,3,11,28,26.308637203
201600691474,0,1,52,610,2,0,2,3,18,52,33.219791172
201600691618,0,1,38,573,2,0,1,3,14,38,25.14664824
201600693218,0,1,65,2851,2,0,1,3,13,65,28.376898229
201600693502,0,1,52,610,2,0,2,3,18,52,33.219791172
201600693992,0,1,46,337,2,98,1,4,22,46,29.078645581
201600694662,0,1,46,337,2,98,1,4,22,46,29.078645581
201600694900,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600695492,0,1,37,3200,2,0,2,4,24,37,42.093845655
201600696103,0,1,60,234,2,0,1,4,21,60,54.432709774
201600696128,0,1,41,163,2,0,1,4,22,41,34.327036498
201600696388,0,1,27,893,2,0,1,2,6,27,23.77303521
201600696823,0,1,51,1078,2,0,1,3,10,51,25.885392006
201600698113,0,1,59,503,2,98,1,3,10,59,40.571280897
201600698207,0,1,28,448,2,98,1,3,11,28,26.308637203
201600698336,0,1,12,455,2,98,1,3,12,12,26.183018048
201600698638,0,1,28,448,2,98,1,3,11,28,26.308637203
201600698741,0,1,75,1230,2,0,2,3,19,75,21.609418817
201600700868,0,1,20,3013,2,98,2,4,25,20,61.679786137
201600700870,0,1,62,542,2,0,2,3,18,62,26.001904084
201600701588,0,1,76,2286,2,0,1,1,2,76,22.428653642
201600701906,0,1,54,526,2,9,1,3,14,54,53.819386802
201600701948,0,1,67,1919,2,10,1,2,8,67,25.220769816
201600702395,0,1,20,3013,2,98,2,4,25,20,61.679786137
201600702554,0,1,55,1075,2,0,2,3,17,55,24.58288354
201600703052,0,1,35,2792,2,0,1,3,13,35,59.995885608
201600703262,0,1,35,2792,2,0,1,3,13,35,59.995885608
201600705286,0,1,62,543,2,9,2,3,18,62,26.001904084
201600705310,0,1,20,3004,2,0,2,4,25,20,37.383519565
201600705743,0,1,72,1723,2,0,1,1,1,72,90.042657977
201600705896,0,1,20,3010,2,98,2,4,25,20,233.49813984
201600705896,0,2,20,3010,2,98,2,4,25,20,233.49813984
201600706147,0,1,33,1484,2,0,1,3,11,33,28.259982016
201600706433,0,1,20,3004,2,0,2,4,25,20,37.383519565
201600706476,0,1,29,970,2,0,1,2,7,29,23.303562556
201600706716,0,1,29,966,2,98,1,2,7,29,23.303562556
201600706830,0,1,38,573,2,0,1,3,14,38,25.14664824
201600707248,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600707585,0,1,17,1053,2,0,1,3,15,17,24.436881848
201600708156,0,1,28,440,2,98,1,3,11,28,26.308637204
201600708921,0,1,40,3106,2,0,1,3,15,40,46.042834217
201600709318,0,1,38,573,2,0,1,3,14,38,25.14664824
201600709355,0,1,20,3013,2,98,2,4,25,20,61.679786137
201600709927,0,1,65,2851,2,0,1,3,13,65,28.376898229
201600710428,0,1,33,1477,2,0,1,3,11,33,43.100122608
201600710952,0,1,38,573,2,0,1,3,14,38,25.14664824
201600711052,0,1,56,206,2,0,1,4,20,206,99.7642174
201600711204,0,1,60,256,2,0,1,4,21,60,54.432709772
201600711234,0,1,60,256,2,0,1,4,21,60,54.432709772
201600712782,0,1,75,1231,2,9,2,3,19,75,21.609418817
201600712803,0,1,29,972,2,98,1,2,7,29,37.111039552
201600712867,0,1,75,1230,2,9,2,3,19,75,21.609418817
201600713156,0,1,78,469,2,98,1,3,10,78,28.205634142
201600714016,0,1,28,437,2,98,1,3,11,28,26.308637204
201600714174,0,1,12,455,2,98,1,3,12,12,26.183018048
201600714479,0,1,41,159,2,99,1,4,22,41,34.327036498
201600714742,0,1,12,457,2,98,1,3,12,12,26.183018048
201600715008,0,1,20,3004,2,0,2,4,25,20,67.328845626
201600715774,0,1,70,138,2,0,2,3,16,70,31.707856662
201600716244,0,1,70,138,2,0,2,3,16,70,28.248233112
201600717855,0,1,67,1921,2,0,1,2,8,67,25.220769815
201600719036,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600719150,0,1,60,232,2,0,1,4,21,60,54.432709771
201600719534,0,1,56,206,2,0,1,4,20,206,99.7642174
201600720038,0,1,12,456,2,98,1,3,12,12,26.183018048
201600720642,0,1,20,3013,2,98,2,4,25,20,111.08715411
201600720665,0,1,20,3013,2,98,2,4,25,20,61.679786137
201600720684,0,1,13,1208,2,0,1,1,3,13,67.587773663
201600720686,0,1,13,1208,2,0,1,1,3,13,67.587773663
201600720686,0,2,13,1208,2,98,1,1,3,13,67.587773663
201600721065,0,1,46,336,2,98,1,4,22,46,29.078645583
201600721134,0,1,52,587,2,0,2,3,18,52,35.334969506
201600721211,0,1,65,2851,2,0,1,3,13,65,28.376898229
201600721345,0,1,20,3013,2,98,2,4,25,20,61.679786137
201600721423,0,1,20,3013,2,98,2,4,25,20,61.679786137
201600721700,0,1,38,573,2,0,1,3,14,38,25.14664824
201600722209,0,1,51,1098,2,0,1,3,10,51,25.885392006
201600722270,0,1,51,1117,2,98,1,3,10,51,25.885392006
201600724265,0,1,54,516,2,0,1,3,14,54,46.836180465
201600724540,0,1,34,1688,2,0,1,1,1,34,23.654666824
201600724661,0,1,34,1688,2,0,1,1,1,34,23.654666824
201600724677,0,1,60,234,2,0,1,4,21,60,54.432709774
201600724749,0,1,67,1921,2,10,1,2,8,67,23.617961643
201600724896,0,1,34,1688,2,0,1,1,1,34,23.654666824
201600725207,0,1,33,1484,2,0,1,3,11,33,28.259982016
201600725245,0,1,65,2851,2,99,1,3,13,65,24.694921393
201600725557,0,1,72,1723,2,0,1,1,1,72,90.042657977
201600725888,0,1,27,893,2,99,1,2,6,27,22.262232194
201600726216,0,1,41,162,2,0,1,4,22,41,34.327036499
201600726216,0,2,41,162,2,0,1,4,22,41,34.327036499
201600726484,0,1,41,161,2,0,1,4,22,41,34.327036499
201600726589,0,1,31,1709,2,0,1,1,2,31,27.199225596
201600726748,0,1,56,206,2,0,1,4,20,206,99.7642174
201600726978,0,1,38,573,2,0,1,3,14,38,25.14664824
201600727018,0,1,28,437,2,98,1,3,11,28,22.89502265
201600727061,0,1,28,448,2,98,1,3,11,28,26.308637203
201600727061,0,2,28,448,2,98,1,3,11,28,26.308637203
201600727062,0,1,28,448,2,98,1,3,11,28,26.308637203
201600727075,0,1,28,448,2,98,1,3,11,28,26.308637203
201600727087,0,1,28,448,2,98,1,3,11,28,26.308637203
201600727152,0,1,78,453,2,98,1,3,10,78,28.205634142
201600727213,0,1,12,455,2,98,1,3,12,12,26.183018048
201600727268,0,1,12,457,2,98,1,3,12,12,26.183018048
201600727524,0,1,78,464,2,98,1,3,10,78,28.205634142
201600727554,0,1,78,469,2,98,1,3,10,78,28.205634142
201600727806,0,1,34,1692,2,98,1,1,1,34,23.654666824
201600727830,0,1,20,3010,2,98,2,4,25,20,233.49813984
201600728150,0,1,20,3013,2,98,2,4,25,20,61.679786137
201600728194,0,1,34,1692,2,0,1,1,1,34,23.654666824
201600728326,0,1,34,1692,2,0,1,1,1,34,23.654666824
201600728355,0,1,33,1484,2,0,1,3,11,33,28.259982016
201600728621,0,1,72,1723,2,0,1,1,1,72,90.042657977
201600728641,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600728971,0,1,32,2764,2,99,2,3,17,32,32.288225405
201600728971,0,2,32,2764,2,99,2,3,17,32,32.288225405
201600729030,0,1,20,3013,2,98,2,4,25,20,61.679786137
201600729291,0,1,33,1484,2,0,1,3,11,33,28.259982016
201600729353,0,1,34,1695,2,0,1,1,1,34,23.654666824
201600729523,0,1,34,1693,2,98,1,1,1,34,23.654666824
201600730086,0,1,28,437,2,98,1,3,11,28,26.308637204
201600730086,0,2,28,437,2,98,1,3,11,28,26.308637204
201600730152,0,1,28,441,2,98,1,3,11,28,26.308637204
201600730539,0,1,28,437,2,98,1,3,11,28,26.308637204
201600730627,0,1,28,441,2,98,1,3,11,28,26.308637204
201600731472,0,1,41,163,2,0,1,4,22,41,34.327036498
201600732099,0,1,12,455,2,99,1,3,12,12,22.785702909
201600732883,0,1,41,159,2,0,1,4,22,41,34.327036498
201600733546,0,1,34,1693,2,0,1,1,1,34,23.654666824
201600733761,0,1,60,234,2,0,1,4,21,60,54.432709774
201600734212,0,1,70,138,2,0,2,3,16,70,28.248233112
201600734598,0,1,34,1684,2,0,1,1,1,34,23.654666824
201600734769,0,1,34,1684,2,98,1,1,1,34,23.654666824
201600735072,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600735270,0,1,20,3013,2,98,2,4,25,20,61.679786137
201600735676,0,1,38,573,2,0,1,3,14,38,25.14664824
201600735802,0,1,31,1709,2,0,1,1,2,31,27.199225596
201600736282,0,1,66,1766,2,0,1,1,1,66,33.720355088
201600736714,0,1,35,2793,2,98,1,3,13,35,25.889646607
201600736728,0,1,66,1766,2,0,1,1,1,66,33.720355088
201600737101,0,1,66,1766,2,9,1,1,1,66,33.720355088
201600737209,0,1,66,1764,2,0,1,1,1,66,33.720355087
201600738300,0,1,65,2851,2,0,1,3,13,65,28.376898229
201600739208,0,1,76,2286,2,0,1,1,2,76,22.428653642
201600739449,0,1,35,2793,2,0,1,3,13,35,29.749755234
201600739528,0,1,46,336,2,98,1,4,22,46,29.078645583
201600739955,0,1,20,3004,2,98,2,4,25,20,67.328845626
201600740114,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600740179,0,1,76,2298,2,0,1,1,2,76,35.498906694
201600740624,0,1,72,1723,2,0,1,1,1,72,90.042657977
201600740731,0,1,66,1764,2,0,1,1,1,66,33.720355087
201600740731,0,2,66,1764,2,0,1,1,1,66,33.720355087
201600742016,0,1,30,3296,2,1,1,3,14,30,20.676722308
201600742398,0,1,75,1230,2,96,2,3,19,75,21.609418817
201600746024,0,1,66,1763,2,0,1,1,1,66,33.720355088
201600746194,0,1,66,1763,2,0,1,1,1,66,33.720355088
201600746295,0,1,66,1762,2,0,1,1,1,66,33.720355088
201600746470,0,1,35,2793,2,99,1,3,13,35,29.749755234
201600746733,0,1,66,1757,2,0,1,1,1,66,33.720355088
201600746741,0,1,60,232,2,0,1,4,21,60,54.432709771
201600746811,0,1,66,1757,2,0,1,1,1,66,33.720355088
201600746854,0,1,66,1757,2,0,1,1,1,66,33.720355088
201600746860,0,1,63,2907,2,0,2,3,16,63,26.068788355
201600747007,0,1,17,1040,2,0,1,3,15,17,24.436881848
201600747032,0,1,63,2907,2,0,2,3,16,63,26.068788355
201600747040,0,1,66,1757,2,0,1,1,1,66,33.720355088
201600747098,0,1,66,1750,2,0,1,1,1,66,33.720355088
201600747130,0,1,66,1750,2,0,1,1,1,66,33.720355088
201600747268,0,1,66,1750,2,0,1,1,1,66,33.720355088
201600747462,0,1,60,232,2,0,1,4,21,60,54.432709771
201600747585,0,1,38,573,2,0,1,3,14,38,25.14664824
201600747774,0,1,80,1800,2,0,1,1,2,80,119.05990984
201600747954,0,1,29,954,8,0,1,2,7,29,118.10739043
201600747955,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600748088,0,1,41,163,2,0,1,4,22,41,34.327036498
201600748119,0,1,41,163,10,0,1,4,22,41,357.69496684
201600748203,0,1,63,2906,2,6,2,3,16,63,26.068788355
201600748368,0,1,31,1709,2,0,1,1,2,31,27.199225596
201600748570,0,1,51,1078,2,0,1,3,10,51,25.885392006
201600748570,0,2,51,1078,2,0,1,3,10,51,25.885392006
201600748646,0,1,51,1098,2,98,1,3,10,51,25.885392006
201600748754,0,1,51,1098,2,99,1,3,10,51,25.885392006
201600748850,0,1,49,260,2,0,1,4,21,49,113.37016067
201600748935,0,1,10,314,2,0,1,4,21,10,82.836785937
201600748979,0,1,10,314,2,0,1,4,21,10,82.836785937
201600749097,0,1,10,314,2,0,1,4,21,10,82.836785937
201600749123,0,1,10,314,9,0,1,4,21,10,479.45675898
201600749140,0,1,10,314,2,0,1,4,21,10,82.836785937
201600749353,0,1,49,260,2,99,1,4,21,49,113.37016067
201600749392,0,1,49,268,2,0,1,4,21,49,113.37016067
201600749465,0,1,49,268,2,0,1,4,21,49,113.37016067
201600749574,0,1,28,437,2,98,1,3,11,28,26.308637204
201600749696,0,1,78,452,2,98,1,3,10,78,28.205634142
201600749748,0,1,12,455,2,98,1,3,12,12,26.183018048
201600749762,0,1,12,457,2,98,1,3,12,12,22.785702909
201600750290,0,1,75,1230,2,0,2,3,19,75,21.609418817
201600750292,0,1,75,1230,2,0,2,3,19,75,21.609418817
201600750536,0,1,63,2907,2,0,2,3,16,63,26.068788355
201600750581,0,1,38,573,2,0,1,3,14,38,25.14664824
201600750670,0,1,63,2907,2,0,2,3,16,63,26.068788355
201600750708,0,1,51,1079,2,99,1,3,10,51,22.526694625
201600750863,0,1,63,2907,2,9,2,3,16,63,26.068788355
201600751151,0,1,37,3200,2,0,2,4,24,37,42.093845655
201600751227,0,1,33,1484,2,10,1,3,11,33,28.259982016
201600751480,0,1,63,2907,2,0,2,3,16,63,26.068788355
201600751490,0,1,20,3010,2,98,2,4,25,20,233.49813984
201600751504,0,1,63,2907,2,0,2,3,16,63,26.068788355
201600751533,0,1,20,3013,2,98,2,4,25,20,61.679786137
201600751790,0,1,27,877,2,9,1,2,6,27,168.66875322
201600752327,0,1,41,163,2,9,1,4,22,41,34.327036498
201600752585,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600752590,0,1,31,1709,2,98,1,1,2,31,27.199225596
201600752590,0,2,31,1709,2,98,1,1,2,31,27.199225596
201600752590,0,3,31,1709,2,98,1,1,2,31,27.199225596
201600752590,0,4,31,1709,2,98,1,1,2,31,27.199225596
201600752781,0,1,17,1053,2,0,1,3,15,17,24.436881848
201600752876,0,1,17,1053,2,0,1,3,15,17,24.436881848
201600752951,0,1,31,1709,2,0,1,1,2,31,27.199225596
201600752987,0,1,60,234,2,0,1,4,21,60,54.432709774
201600753187,0,1,28,440,2,98,1,3,11,28,26.308637204
201600754985,0,1,41,163,2,0,1,4,22,41,34.327036498
201600756675,0,1,60,256,2,0,1,4,21,60,54.432709772
201600756744,0,1,60,250,2,0,1,4,21,60,113.22249947
201600756757,0,1,60,250,2,99,1,4,21,60,139.26747406
201600757587,0,1,12,455,2,98,1,3,12,12,26.183018048
201600758143,0,1,13,1208,2,0,1,1,3,13,67.587773663
201600758146,0,1,13,1208,2,0,1,1,3,13,67.587773663
201600758635,0,1,38,573,2,0,1,3,14,38,25.14664824
201600758657,0,1,13,1208,2,0,1,1,3,13,67.587773663
201600758823,0,1,38,578,2,0,1,3,14,38,25.14664824
201600759581,0,1,32,2802,2,99,2,3,17,32,28.336734601
201600759791,0,1,32,2802,2,10,2,3,17,32,28.336734601
201600759844,0,1,38,573,2,0,1,3,14,38,25.14664824
201600759941,0,1,60,245,2,0,1,4,21,60,66.95405976
201600760031,0,1,60,245,2,4,1,4,21,60,54.432709771
201600760056,0,1,29,966,2,98,1,2,7,29,23.303562556
201600760372,0,1,41,159,2,0,1,4,22,41,34.327036498
201600762136,0,1,80,1800,2,0,1,1,2,80,119.05990984
201600762531,0,1,27,892,2,99,1,2,6,27,22.262232194
201600763028,0,1,27,900,2,9,1,2,6,27,43.56284895
201600763104,0,1,27,900,2,0,1,2,6,27,43.56284895
201600763421,0,1,60,232,2,99,1,4,21,60,54.432709771
201600763716,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600763908,0,1,35,2793,2,0,1,3,13,35,29.749755234
201600764153,0,1,56,206,2,0,1,4,20,206,99.7642174
201600764281,0,1,38,573,2,0,1,3,14,38,25.14664824
201600764289,0,1,28,437,2,98,1,3,11,28,26.308637204
201600764407,0,1,59,500,2,98,1,3,10,59,40.571280898
201600765289,0,1,75,1230,2,99,2,3,19,75,24.255972105
201600766167,0,1,50,1635,2,0,2,1,4,50,18.165258853
201600766355,0,1,10,322,2,0,1,4,21,10,50.453748631
201600766518,0,1,33,1484,2,0,1,3,11,33,28.259982016
201600766555,0,1,10,322,2,0,1,4,21,10,50.453748631
201600766586,0,1,10,322,2,99,1,4,21,10,50.453748631
201600766638,0,1,10,322,9,0,1,4,21,10,292.02473906
201600766700,0,1,76,2286,2,0,1,1,2,76,22.428653642
201600766917,0,1,80,1800,2,0,1,1,2,80,119.05990984
201600767124,0,1,27,893,2,0,1,2,6,27,23.77303521
201600767617,0,1,65,2857,2,0,1,3,13,65,28.37689823
201600768193,0,1,15,2513,2,99,2,1,5,15,28.274250776
201600768218,0,1,57,2582,2,0,1,1,3,57,26.882985414
201600768340,0,1,56,206,2,0,1,4,20,206,99.7642174
201600768390,0,1,41,161,2,0,1,4,22,41,34.327036499
201600769062,0,1,80,1800,2,0,1,1,2,80,119.05990984
201600769245,0,1,65,2857,2,0,1,3,13,65,28.37689823
201600769324,0,1,29,966,2,0,1,2,7,29,23.303562556
201600769473,0,1,29,966,2,98,1,2,7,29,21.822595053
201600769625,0,1,38,573,2,9,1,3,14,38,21.883804797
201600769640,0,1,26,936,2,0,2,2,9,26,33.420983298
201600769776,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600770260,0,1,50,1635,2,0,2,1,4,50,18.165258853
201600770557,0,1,65,2854,2,0,1,3,13,65,28.376898229
201600770568,0,1,50,1635,2,0,2,1,4,50,18.165258853
201600770647,0,1,50,1635,2,0,2,1,4,50,18.165258853
201600770789,0,1,50,1635,2,0,2,1,4,50,18.165258853
201600770982,0,1,72,1723,2,0,1,1,1,72,90.042657977
201600771060,0,1,50,1635,2,0,2,1,4,50,18.165258853
201600771356,0,1,38,573,2,0,1,3,14,38,25.14664824
201600771558,0,1,46,353,2,98,1,4,22,46,29.078645582
201600772669,0,1,51,1079,2,0,1,3,10,51,25.885392006
201600772669,0,2,51,1079,2,0,1,3,10,51,25.885392006
201600772730,0,1,55,1070,2,0,2,3,17,55,22.978276631
201600772732,0,1,55,1070,2,99,2,3,17,55,25.792476962
201600773027,0,1,41,165,2,0,1,4,22,41,34.327036498
201600774264,0,1,51,1079,2,0,1,3,10,51,25.885392006
201600774314,0,1,55,1070,2,0,2,3,17,55,25.792476962
201600774773,0,1,51,1079,2,0,1,3,10,51,25.885392006
201600775089,0,1,51,1079,2,0,1,3,10,51,25.885392006
201600775367,0,1,55,1055,2,0,2,3,17,55,22.978276631
201600775714,0,1,51,1079,2,0,1,3,10,51,25.885392006
201600775865,0,1,51,1079,2,0,1,3,10,51,25.885392006
201600776794,0,1,55,1070,2,0,2,3,17,55,25.792476962
201600776875,0,1,55,1055,2,0,2,3,17,55,22.978276631
201600777855,0,1,51,1079,2,0,1,3,10,51,25.885392006
201600778278,0,1,38,573,2,0,1,3,14,38,25.14664824
201600778599,0,1,47,2035,2,0,2,2,9,47,68.513530167
201600778806,0,1,55,1055,2,0,2,3,17,55,22.978276631
201600779462,0,1,51,1079,2,0,1,3,10,51,25.885392006
201600780013,0,1,65,2881,2,0,1,3,13,65,28.376898228
201600780739,0,1,38,573,2,0,1,3,14,38,25.14664824
201600780789,0,1,41,161,2,0,1,4,22,41,34.327036499
201600780930,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600781434,0,1,72,1723,2,0,1,1,1,72,90.042657977
201600781437,0,1,31,1708,2,0,1,1,2,31,27.199225596
201600781596,0,1,31,1709,2,0,1,1,2,31,27.199225596
201600781941,0,1,41,165,2,0,1,4,22,41,34.327036498
201600782378,0,1,31,1709,2,0,1,1,2,31,27.199225596
201600782484,0,1,17,1053,2,0,1,3,15,17,21.266132452
201600782562,0,1,17,1053,2,0,1,3,15,17,24.436881848
201600782759,0,1,41,159,2,0,1,4,22,41,34.327036498
201600782994,0,1,30,3296,2,96,1,3,14,30,23.759591509
201600785557,0,1,56,206,2,0,1,4,20,206,99.7642174
201600786202,0,1,38,573,2,0,1,3,14,38,25.14664824
201600786693,0,1,33,1484,2,0,1,3,11,33,28.259982016
201600786891,0,1,29,966,2,0,1,2,7,29,23.303562556
201600786943,0,1,72,1723,2,0,1,1,1,72,90.042657977
201600787039,0,1,50,1645,2,0,2,1,4,50,18.165258852
201600787354,0,1,29,966,2,98,1,2,7,29,23.303562556
201600788076,0,1,67,1919,2,10,1,2,8,67,25.220769816
201600788433,0,1,72,1723,2,0,1,1,1,72,157.43879989
201600788433,0,2,72,1723,2,0,1,1,1,72,157.43879989
201600788588,0,1,44,388,2,98,2,4,25,44,35.950176889
201600789940,0,1,80,1800,2,0,1,1,2,80,119.05990984
201600790755,0,1,50,1645,2,0,2,1,4,50,18.165258852
201600791408,0,1,25,2018,2,0,1,2,8,25,24.661466901
201600791735,0,1,38,573,2,0,1,3,14,38,25.14664824
201600792275,0,1,41,161,2,0,1,4,22,41,34.327036499
201600792344,0,1,80,1800,2,0,1,1,2,80,119.05990984
201600792603,0,1,35,2793,2,0,1,3,13,35,29.749755234
201600792949,0,1,38,571,9,0,1,3,14,38,171.27044402
201600793074,0,1,51,1098,2,0,1,3,10,51,25.885392006
201600793257,0,1,56,206,2,98,1,4,20,206,99.7642174
201600793382,0,1,12,457,2,98,1,3,12,12,26.183018048
201600796763,0,1,65,2855,2,0,1,3,13,65,28.37689823
201600796807,0,1,27,893,2,0,1,2,6,27,23.77303521
201600796923,0,1,76,2286,2,0,1,1,2,76,22.428653642
201600797078,0,1,47,2034,2,0,2,2,9,47,68.513530167
201600797749,0,1,72,1723,2,0,1,1,1,72,90.042657977
201600797793,0,1,31,1710,2,0,1,1,2,31,27.199225596
201600797928,0,1,38,573,2,0,1,3,14,38,25.14664824
201600798348,0,1,27,905,2,0,1,2,6,27,57.028737987
201600798402,0,1,72,1736,2,0,1,1,1,72,110.88787218
201600798491,0,1,26,936,2,0,2,2,9,26,33.420983298
201600798610,0,1,26,721,10,0,2,2,9,26,286.46352656
201600798626,0,1,80,1800,2,0,1,1,2,80,119.05990984
201600798725,0,1,41,159,2,0,1,4,22,41,34.327036498
201600799512,0,1,31,1709,2,0,1,1,2,31,27.199225596
201600799672,0,1,31,1721,2,0,1,1,2,31,110.34252018
201600799847,0,1,56,206,2,0,1,4,20,206,99.7642174
201600800748,0,1,33,1484,2,0,1,3,11,33,28.259982016
201600801135,0,1,13,1208,2,0,1,1,3,13,67.587773663
201600801799,0,1,29,966,2,98,1,2,7,29,23.303562556
201600802077,0,1,65,2855,2,0,1,3,13,65,28.37689823
201600802419,0,1,67,1919,10,0,1,2,8,67,216.49883693
201600802636,0,1,41,161,2,99,1,4,22,41,34.327036499
201600802836,0,1,80,1803,2,0,1,1,2,80,119.05990984
201600802882,0,1,65,2851,2,0,1,3,13,65,28.376898229
201600802941,0,1,41,159,10,0,1,4,22,41,357.69496685
201600802993,0,1,13,1207,2,0,1,1,3,13,67.587773662
201600803233,0,1,31,1709,2,0,1,1,2,31,27.199225596
201600803233,0,2,31,1709,2,0,1,1,2,31,27.199225596
201600803233,0,3,31,1709,2,0,1,1,2,31,27.199225596
201600803240,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600804276,0,1,56,206,2,99,1,4,20,206,99.7642174
201600805424,0,1,38,509,2,98,1,3,14,38,25.14664824
201600805801,0,1,80,1800,2,0,1,1,2,80,119.05990984
201600805864,0,1,33,1472,2,0,1,3,11,33,28.259982016
201600806455,0,1,31,1709,2,0,1,1,2,31,27.199225596
201600806569,0,1,31,1709,2,9,1,1,2,31,27.199225596
201600806897,0,1,38,573,2,98,1,3,14,38,25.14664824
201600807300,0,1,41,159,2,0,1,4,22,41,34.327036498
201600807415,0,1,38,568,2,98,1,3,14,38,25.146648241
201600807800,0,1,26,721,2,99,2,2,9,26,65.169189199
201600807800,0,2,26,721,2,0,2,2,9,26,65.169189199
201600807835,0,1,67,1925,2,0,1,2,8,67,26.339741251
201600808027,0,1,67,1925,2,0,1,2,8,67,26.339741251
201600808103,0,1,67,1925,10,98,1,2,8,67,216.49883692
201600808454,0,1,27,893,2,99,1,2,6,27,23.77303521
201600808696,0,1,31,1714,2,0,1,1,2,31,31.383473976
201600808697,0,1,31,1714,2,0,1,1,2,31,31.383473976
201600808822,0,1,56,206,2,0,1,4,20,206,99.7642174
201600809403,0,1,30,3296,2,0,1,3,14,30,23.759591509
201600809532,0,1,60,256,2,0,1,4,21,60,54.432709772
201600809738,0,1,41,159,2,0,1,4,22,41,34.327036498
201600810212,0,1,35,2797,2,0,1,3,13,35,48.959933372
201600810230,0,1,27,900,2,0,1,2,6,27,43.56284895
201600810548,0,1,38,573,2,98,1,3,14,38,21.883804797
201600810551,0,1,26,936,2,0,2,2,9,26,33.420983298
201600810756,0,1,41,161,2,0,1,4,22,41,34.327036499
201600811294,0,1,33,1482,2,0,1,3,11,33,28.259982016
201600811822,0,1,17,1053,2,0,1,3,15,17,24.436881848
201600811951,0,1,65,2851,2,0,1,3,13,65,28.376898229
201600812161,0,1,67,1919,2,0,1,2,8,67,25.220769816
201600812759,0,1,67,1919,2,0,1,2,8,67,25.220769816
