CASENUM,VEH_NO,PSU,PJ,STRATUM,MDRDSTRD,URBANICITY,REGION,PSUSTRAT,PSU_VAR,WEIGHT
201600639137,2,25,1829,6,0,1,2,8,25,115.18248016
201600639152,1,25,1829,10,0,1,2,8,25,189.6892631
201600639170,1,25,1829,7,0,1,2,8,25,124.40030854
201600639170,2,25,1829,7,0,1,2,8,25,124.40030854
201600639186,1,45,4028,10,0,2,2,9,45,242.04135933
201600639186,2,45,4028,10,0,2,2,9,45,242.04135933
201600639188,1,25,1829,10,12,1,2,8,25,189.6892631
201600639191,1,35,2793,6,92,1,3,13,35,44.397390643
201600639193,1,35,2793,7,0,1,3,13,35,105.56520807
201600639193,2,35,2793,7,0,1,3,13,35,105.56520807
201600639195,1,65,2851,5,12,1,3,13,65,26.423121006
201600639196,1,35,2793,8,0,1,3,13,35,101.92762054
201600639196,2,35,2793,8,0,1,3,13,35,101.92762054
201600639206,1,35,2793,9,0,1,3,13,35,150.8784447
201600639206,2,35,2793,9,0,1,3,13,35,150.8784447
201600639210,1,25,2018,6,0,1,2,8,25,51.076027875
201600639210,2,25,2018,6,0,1,2,8,25,51.076027875
201600639220,1,38,573,10,0,1,3,14,38,239.56134362
201600639220,2,38,573,10,0,1,3,14,38,239.56134362
201600639227,1,25,2018,9,0,1,2,8,25,145.16552091
201600639227,2,25,2018,9,0,1,2,8,25,145.16552091
201600639235,1,35,2793,5,99,1,3,13,35,22.985213986
201600639279,1,25,2018,6,0,1,2,8,25,51.076027875
201600639279,2,25,2018,6,0,1,2,8,25,51.076027875
201600639280,1,35,2793,5,99,1,3,13,35,22.985213986
201600639283,1,25,2018,8,0,1,2,8,25,123.95756512
201600639283,2,25,2018,8,0,1,2,8,25,123.95756512
201600639298,1,25,2018,7,0,1,2,8,25,124.40030855
201600639298,2,25,2018,7,0,1,2,8,25,124.40030855
201600639310,1,25,2018,10,0,1,2,8,25,189.68926309
201600639316,1,25,2018,3,0,1,2,8,25,14.194437969
201600639316,2,25,2018,3,0,1,2,8,25,14.194437969
201600639316,3,25,2018,3,0,1,2,8,25,14.194437969
201600639330,1,35,2793,10,0,1,3,13,35,175.15441064
201600639333,1,45,4028,10,0,2,2,9,45,242.04135933
201600639334,1,25,2018,5,0,1,2,8,25,25.259551753
201600639340,1,25,2018,4,0,1,2,8,25,16.902813748
201600639343,1,65,2851,8,0,1,3,13,65,139.83639946
201600639352,1,25,2018,9,0,1,2,8,25,145.16552091
201600639358,1,25,2018,5,0,1,2,8,25,25.259551753
201600639358,2,25,2018,5,0,1,2,8,25,25.259551753
201600639379,1,35,2792,8,0,1,3,13,35,101.92762054
201600639379,2,35,2792,8,99,1,3,13,35,101.92762054
201600639381,1,25,2018,4,0,1,2,8,25,16.902813748
201600639382,1,38,573,9,0,1,3,14,38,171.27044402
201600639382,2,38,573,9,0,1,3,14,38,171.27044402
201600639415,1,65,2851,10,99,1,3,13,65,268.97048064
201600639415,2,65,2851,10,0,1,3,13,65,268.97048064
201600639434,1,35,2792,10,96,1,3,13,35,175.15441064
201600639454,1,38,573,10,0,1,3,14,38,239.56134362
201600639454,2,38,573,10,0,1,3,14,38,239.56134362
201600639457,1,35,2792,9,99,1,3,13,35,150.8784447
201600639457,2,35,2792,9,0,1,3,13,35,150.8784447
201600639480,1,25,2018,3,0,1,2,8,25,14.194437969
201600639480,2,25,2018,3,15,1,2,8,25,14.194437969
201600639485,1,35,2792,6,99,1,3,13,35,56.013703208
201600639485,2,35,2792,6,0,1,3,13,35,56.013703208
201600639495,1,38,573,6,0,1,3,14,38,57.018657776
201600639495,2,38,573,6,0,1,3,14,38,57.018657776
201600639498,1,25,2018,6,0,1,2,8,25,51.076027875
201600639498,2,25,2018,6,0,1,2,8,25,51.076027875
201600639505,1,25,2018,10,99,1,2,8,25,189.68926309
201600639505,2,25,2018,10,0,1,2,8,25,189.68926309
201600639516,1,45,4028,9,0,2,2,9,45,172.70071843
201600639521,1,25,2018,8,0,1,2,8,25,123.95756512
201600639521,2,25,2018,8,0,1,2,8,25,123.95756512
201600639521,3,25,2018,8,0,1,2,8,25,123.95756512
201600639539,1,10,329,2,0,1,4,21,10,82.836785936
201600639540,1,38,573,9,0,1,3,14,38,171.27044402
201600639540,2,38,573,9,0,1,3,14,38,171.27044402
201600639543,1,35,2792,10,0,1,3,13,35,175.15441064
201600639543,2,35,2792,10,99,1,3,13,35,175.15441064
201600639552,1,25,2018,9,0,1,2,8,25,145.16552091
201600639552,2,25,2018,9,0,1,2,8,25,145.16552091
201600639564,1,38,573,2,0,1,3,14,38,25.14664824
201600639575,1,45,4028,8,0,2,2,9,45,168.65644868
201600639582,1,45,4028,10,0,2,2,9,45,242.04135933
201600639590,1,25,2018,7,0,1,2,8,25,124.40030855
201600639602,1,25,2018,4,0,1,2,8,25,16.902813748
201600639602,2,25,2018,4,0,1,2,8,25,16.902813748
201600639604,1,25,2018,6,0,1,2,8,25,51.076027875
201600639604,2,25,2018,6,0,1,2,8,25,51.076027875
201600639620,1,35,2793,5,0,1,3,13,35,22.985213986
201600639629,1,25,2018,3,0,1,2,8,25,13.292365537
201600639629,2,25,2018,3,0,1,2,8,25,13.292365537
201600639652,1,35,2819,10,0,1,3,13,35,175.15441064
201600639657,1,38,573,7,0,1,3,14,38,174.01282187
201600639657,2,38,573,7,0,1,3,14,38,174.01282187
201600639665,1,32,2802,6,0,2,3,17,32,53.777201746
201600639665,2,32,2802,6,0,2,3,17,32,53.777201746
201600639684,1,65,2851,4,0,1,3,13,65,14.873035746
201600639684,2,65,2851,4,0,1,3,13,65,14.873035746
201600639704,1,38,573,8,0,1,3,14,38,139.64317048
201600639714,1,35,2793,8,0,1,3,13,35,101.92762054
201600639720,1,35,2819,3,1,1,3,13,35,30.564780393
201600639724,1,38,573,9,0,1,3,14,38,171.27044402
201600639724,2,38,573,9,0,1,3,14,38,171.27044402
201600639729,1,65,2851,6,1,1,3,13,65,54.086402528
201600639729,2,65,2851,6,0,1,3,13,65,54.086402528
201600639731,1,35,2793,6,0,1,3,13,35,44.397390643
201600639731,2,35,2793,6,0,1,3,13,35,44.397390643
201600639736,1,25,2018,5,0,1,2,8,25,23.654278946
201600639761,1,20,3019,2,0,2,4,25,20,37.383519565
201600639841,1,26,936,8,96,2,2,9,26,206.46033822
201600639841,2,26,936,8,96,2,2,9,26,206.46033822
201600639855,1,35,2819,10,99,1,3,13,35,175.15441064
201600639855,2,35,2819,10,0,1,3,13,35,175.15441064
201600639864,1,35,2793,10,0,1,3,13,35,175.15441064
201600639868,1,45,4028,3,0,2,2,9,45,47.616124833
201600639878,1,45,4028,10,15,2,2,9,45,242.04135933
201600639895,1,67,1919,9,0,1,2,8,67,153.59094445
201600639895,2,67,1919,9,0,1,2,8,67,153.59094445
201600639901,1,35,2793,5,92,1,3,13,35,22.985213986
201600639901,2,35,2793,5,0,1,3,13,35,22.985213986
201600639913,1,26,936,5,96,2,2,9,26,36.746163398
201600639914,1,35,2793,9,99,1,3,13,35,150.8784447
201600639920,1,26,936,5,96,2,2,9,26,36.746163398
201600639924,1,31,1710,9,12,1,1,2,31,217.52451111
201600639924,2,31,1710,9,0,1,1,2,31,217.52451111
201600639926,1,26,936,9,96,2,2,9,26,189.47714774
201600639926,2,26,936,9,96,2,2,9,26,189.47714774
201600639928,1,35,2793,5,92,1,3,13,35,22.985213986
201600639929,1,65,2851,2,0,1,3,13,65,28.376898229
201600639939,1,35,2793,6,99,1,3,13,35,44.397390643
201600639957,1,38,573,6,0,1,3,14,38,57.018657776
201600639957,2,38,573,6,0,1,3,14,38,57.018657776
201600639966,1,31,1714,10,96,1,1,2,31,288.3437113
201600639966,2,31,1714,10,0,1,1,2,31,288.3437113
201600639971,1,31,1714,6,17,1,1,2,31,61.761240995
201600639971,2,31,1714,6,0,1,1,2,31,61.761240995
201600639980,1,67,1919,2,0,1,2,8,67,25.220769816
201600639982,1,31,1714,8,96,1,1,2,31,171.96951593
201600639982,2,31,1714,8,1,1,1,2,31,171.96951593
201600639987,1,26,839,8,96,2,2,9,26,206.46033822
201600639992,1,31,1714,9,96,1,1,2,31,217.52451111
201600639992,2,31,1714,9,96,1,1,2,31,217.52451111
201600639995,1,26,839,9,96,2,2,9,26,189.47714774
201600639997,1,20,3004,10,0,2,4,25,20,328.1838806
201600640000,1,35,2793,3,0,1,3,13,35,24.532557997
201600640000,2,35,2793,3,12,1,3,13,35,24.532557997
201600640002,1,26,839,10,96,2,2,9,26,286.46352656
201600640012,1,25,2018,6,0,1,2,8,25,51.076027875
201600640012,2,25,2018,6,0,1,2,8,25,51.076027875
201600640012,3,25,2018,6,0,1,2,8,25,51.076027875
201600640012,4,25,2018,6,12,1,2,8,25,51.076027875
201600640019,1,35,2793,8,0,1,3,13,35,101.92762054
201600640033,1,25,2018,9,0,1,2,8,25,145.16552091
201600640033,2,25,2018,9,0,1,2,8,25,145.16552091
201600640058,1,25,2018,5,0,1,2,8,25,23.654278946
201600640058,2,25,2018,5,0,1,2,8,25,23.654278946
201600640058,3,25,2018,5,0,1,2,8,25,23.654278946
201600640061,1,26,929,7,12,2,2,9,26,370.37489579
201600640061,2,26,929,7,96,2,2,9,26,370.37489579
201600640062,1,38,573,10,0,1,3,14,38,239.56134362
201600640062,2,38,573,10,0,1,3,14,38,239.56134362
201600640064,1,45,4028,9,0,2,2,9,45,172.70071843
201600640065,1,35,2819,10,0,1,3,13,35,175.15441064
201600640065,2,35,2819,10,99,1,3,13,35,175.15441064
201600640075,1,26,929,7,12,2,2,9,26,370.37489579
201600640075,2,26,929,7,0,2,2,9,26,370.37489579
201600640081,1,35,2819,9,0,1,3,13,35,150.8784447
201600640093,1,13,1208,10,0,1,1,3,13,374.01002209
201600640093,2,13,1208,10,0,1,1,3,13,374.01002209
201600640106,1,13,1207,7,0,1,1,3,13,261.38296133
201600640106,2,13,1207,7,0,1,1,3,13,261.38296133
201600640109,1,38,573,9,99,1,3,14,38,171.27044402
201600640116,1,45,4028,6,0,2,2,9,45,68.153126239
201600640116,2,45,4028,6,0,2,2,9,45,68.153126239
201600640122,1,35,2793,5,0,1,3,13,35,22.985213986
201600640122,2,35,2793,5,0,1,3,13,35,22.985213986
201600640122,3,35,2793,5,0,1,3,13,35,22.985213986
201600640135,1,13,1207,5,0,1,1,3,13,22.728990284
201600640135,2,13,1207,5,0,1,1,3,13,22.728990284
201600640137,1,35,2793,7,0,1,3,13,35,105.56520807
201600640137,2,35,2793,7,0,1,3,13,35,105.56520807
201600640137,3,35,2793,7,0,1,3,13,35,105.56520807
201600640191,1,35,2793,5,0,1,3,13,35,22.985213986
201600640207,1,65,2851,7,10,1,3,13,65,174.05401633
201600640207,2,65,2851,7,0,1,3,13,65,174.05401633
201600640207,3,65,2851,7,0,1,3,13,65,174.05401633
201600640212,1,35,2793,5,99,1,3,13,35,20.002822296
201600640217,1,25,2018,6,0,1,2,8,25,51.076027875
201600640217,2,25,2018,6,0,1,2,8,25,51.076027875
201600640217,3,25,2018,6,0,1,2,8,25,51.076027875
201600640294,1,35,2819,9,0,1,3,13,35,150.8784447
201600640302,1,45,4028,8,0,2,2,9,45,168.65644868
201600640308,1,13,1207,3,0,1,1,3,13,80.646821597
201600640330,1,20,3010,10,99,2,4,25,20,328.18388062
201600640330,2,20,3010,10,0,2,4,25,20,328.18388062
201600640332,1,54,517,10,0,1,3,14,54,217.90629555
201600640332,2,54,517,10,99,1,3,14,54,217.90629555
201600640338,1,54,517,8,92,1,3,14,54,134.85083643
201600640338,2,54,517,8,0,1,3,14,54,134.85083643
201600640338,3,54,517,8,0,1,3,14,54,134.85083643
201600640338,4,54,517,8,0,1,3,14,54,134.85083643
201600640343,1,32,2802,9,0,2,3,17,32,180.72740417
201600640343,2,32,2802,9,0,2,3,17,32,180.72740417
201600640343,3,32,2802,9,0,2,3,17,32,180.72740417
201600640346,1,35,2819,10,0,1,3,13,35,175.15441064
201600640353,1,20,3011,8,0,2,4,25,20,173.21391072
201600640353,2,20,3011,8,0,2,4,25,20,173.21391072
201600640354,1,54,517,9,0,1,3,14,54,147.86026556
201600640354,2,54,517,9,0,1,3,14,54,147.86026556
201600640356,1,45,4028,10,0,2,2,9,45,242.04135933
201600640367,1,20,3013,9,0,2,4,25,20,272.23638493
201600640371,1,25,2018,10,0,1,2,8,25,189.68926309
201600640376,1,45,4028,5,0,2,2,9,45,45.662158105
201600640385,1,20,3011,9,0,2,4,25,20,272.23638492
201600640393,1,35,2793,10,99,1,3,13,35,175.15441064
201600640395,1,20,3004,5,0,2,4,25,20,44.112165533
201600640395,2,20,3004,5,0,2,4,25,20,44.112165533
201600640406,1,35,2819,8,0,1,3,13,35,101.92762054
201600640409,1,54,514,9,0,1,3,14,54,147.86026557
201600640409,2,54,514,9,0,1,3,14,54,147.86026557
201600640412,1,35,2793,5,0,1,3,13,35,22.985213986
201600640412,2,35,2793,5,0,1,3,13,35,22.985213986
201600640416,1,54,514,6,0,1,3,14,54,83.380475844
201600640416,2,54,514,6,0,1,3,14,54,83.380475844
201600640420,1,35,2793,5,0,1,3,13,35,22.985213986
201600640428,1,54,514,10,93,1,3,14,54,217.90629555
201600640428,2,54,514,10,0,1,3,14,54,217.90629555
201600640445,1,54,516,8,98,1,3,14,54,134.85083643
201600640445,2,54,516,8,0,1,3,14,54,134.85083643
201600640445,3,54,516,8,0,1,3,14,54,134.85083643
201600640455,1,32,2802,6,0,2,3,17,32,53.777201746
201600640455,2,32,2802,6,0,2,3,17,32,53.777201746
201600640456,1,35,2793,8,0,1,3,13,35,101.92762054
201600640456,2,35,2793,8,0,1,3,13,35,101.92762054
201600640464,1,54,516,7,0,1,3,14,54,134.91577527
201600640464,2,54,516,7,0,1,3,14,54,134.91577527
201600640466,1,35,2819,10,0,1,3,13,35,175.15441064
201600640466,2,35,2819,10,0,1,3,13,35,175.15441064
201600640470,1,35,2793,7,93,1,3,13,35,105.56520807
201600640506,1,54,516,9,0,1,3,14,54,147.86026556
201600640506,2,54,516,9,0,1,3,14,54,147.86026556
201600640512,1,20,3004,7,0,2,4,25,20,203.62286212
201600640512,2,20,3004,7,0,2,4,25,20,203.62286212
201600640512,3,20,3004,7,0,2,4,25,20,203.62286212
201600640519,1,35,2793,9,0,1,3,13,35,150.8784447
201600640521,1,32,2802,10,0,2,3,17,32,244.82902479
201600640521,2,32,2802,10,0,2,3,17,32,244.82902479
201600640523,1,65,2851,9,0,1,3,13,65,181.67007486
201600640523,2,65,2851,9,0,1,3,13,65,181.67007486
201600640530,1,54,516,7,0,1,3,14,54,134.91577527
201600640533,1,54,516,9,0,1,3,14,54,147.86026556
201600640538,1,20,3019,7,0,2,4,25,20,203.62286212
201600640538,2,20,3019,7,0,2,4,25,20,203.62286212
201600640540,1,20,3019,10,0,2,4,25,20,328.1838806
201600640540,2,20,3019,10,0,2,4,25,20,328.1838806
201600640547,1,35,2819,9,0,1,3,13,35,150.8784447
201600640565,1,32,2802,9,0,2,3,17,32,180.72740417
201600640565,2,32,2802,9,99,2,3,17,32,180.72740417
201600640574,1,54,525,9,0,1,3,14,54,156.02805267
201600640574,2,54,525,9,0,1,3,14,54,156.02805267
201600640590,1,67,1919,8,0,1,2,8,67,126.94044258
201600640590,2,67,1919,8,0,1,2,8,67,126.94044258
201600640590,3,67,1919,8,0,1,2,8,67,126.94044258
201600640590,4,67,1919,8,0,1,2,8,67,126.94044258
201600640594,1,54,525,8,0,1,3,14,54,165.46211916
201600640594,2,54,525,8,0,1,3,14,54,165.46211916
201600640630,1,67,1919,10,0,1,2,8,67,216.49883693
201600640630,2,67,1919,10,0,1,2,8,67,216.49883693
201600640652,1,54,526,2,0,1,3,14,54,53.819386802
201600640656,1,32,2802,8,99,2,3,17,32,127.36115169
201600640656,2,32,2802,8,99,2,3,17,32,127.36115169
201600640694,1,54,526,3,0,1,3,14,54,51.257154621
201600640705,1,54,526,4,0,1,3,14,54,41.3691403
201600640705,2,54,526,4,0,1,3,14,54,41.3691403
201600640718,1,54,526,3,0,1,3,14,54,51.257154621
201600640718,2,54,526,3,0,1,3,14,54,51.257154621
201600640735,1,54,526,8,3,1,3,14,54,134.85083643
201600640735,2,54,526,8,0,1,3,14,54,134.85083643
201600640790,1,41,159,6,99,1,4,22,41,98.551520687
201600640790,2,41,159,6,0,1,4,22,41,98.551520687
201600640792,1,67,1919,9,0,1,2,8,67,153.59094445
201600640792,2,67,1919,9,0,1,2,8,67,153.59094445
201600640798,1,33,1477,10,93,1,3,11,33,229.53058397
201600640798,2,33,1477,10,0,1,3,11,33,229.53058397
201600640799,1,52,610,5,0,2,3,18,52,27.556318555
201600640807,1,52,587,6,0,2,3,18,52,54.162295527
201600640807,2,52,587,6,0,2,3,18,52,54.162295527
201600640813,1,33,1484,9,0,1,3,11,33,152.11599883
201600640813,2,33,1484,9,0,1,3,11,33,152.11599883
201600640815,1,20,3010,10,0,2,4,25,20,328.18388062
201600640822,1,52,591,10,0,2,3,18,52,275.90328711
201600640828,1,67,1919,6,0,1,2,8,67,52.540871086
201600640828,2,67,1919,6,0,1,2,8,67,52.540871086
201600640831,1,67,1919,7,3,1,2,8,67,133.86221215
201600640831,2,67,1919,7,0,1,2,8,67,133.86221215
201600640840,1,35,2819,10,99,1,3,13,35,175.15441064
201600640881,1,20,3019,9,3,2,4,25,20,272.23638492
201600640881,2,20,3019,9,0,2,4,25,20,272.23638492
201600640884,1,67,1919,3,0,1,2,8,67,26.065713874
201600640884,2,67,1919,3,0,1,2,8,67,26.065713874
201600640904,1,33,1460,3,0,1,3,11,33,29.522596983
201600640904,2,33,1460,3,0,1,3,11,33,29.522596983
201600640909,1,35,2819,9,0,1,3,13,35,150.8784447
201600640920,1,35,2819,7,0,1,3,13,35,105.56520807
201600640937,1,33,1460,8,0,1,3,11,33,131.59861046
201600640939,1,55,1056,10,93,2,3,17,55,190.04284025
201600640939,2,55,1056,10,92,2,3,17,55,190.04284025
201600640941,1,55,1075,2,99,2,3,17,55,24.58288354
201600640942,1,33,1460,7,0,1,3,11,33,135.92216157
201600640942,2,33,1460,7,0,1,3,11,33,135.92216157
201600640945,1,55,1088,7,98,2,3,17,55,109.39374704
201600640945,2,55,1088,7,99,2,3,17,55,109.39374704
201600640947,1,55,1075,6,99,2,3,17,55,49.317528976
201600640947,2,55,1075,6,99,2,3,17,55,49.317528976
201600640948,1,55,1069,9,12,2,3,17,55,146.09748544
201600640948,2,55,1069,9,0,2,3,17,55,146.09748544
201600640957,1,33,1459,9,99,1,3,11,33,152.11599883
201600640957,2,33,1459,9,99,1,3,11,33,152.11599883
201600640963,1,35,2819,6,99,1,3,13,35,44.397390645
201600640963,2,35,2819,6,0,1,3,13,35,44.397390645
201600641012,1,51,1098,9,99,1,3,10,51,191.90521439
201600641012,2,51,1098,9,99,1,3,10,51,191.90521439
201600641039,1,51,1114,8,15,1,3,10,51,150.78683033
201600641072,1,33,1460,10,0,1,3,11,33,229.53058397
201600641091,1,32,2802,6,0,2,3,17,32,53.777201746
201600641091,2,32,2802,6,99,2,3,17,32,53.777201746
201600641094,1,32,2802,6,0,2,3,17,32,53.777201746
201600641094,2,32,2802,6,0,2,3,17,32,53.777201746
201600641098,1,30,2160,4,0,1,3,14,30,7.270361358
201600641098,2,30,2160,4,0,1,3,14,30,7.270361358
201600641098,3,30,2160,4,0,1,3,14,30,7.270361358
201600641132,1,30,3292,10,0,1,3,14,30,204.92062936
201600641142,1,30,2160,5,0,1,3,14,30,21.446295623
201600641142,2,30,2160,5,0,1,3,14,30,21.446295623
201600641149,1,30,2160,10,0,1,3,14,30,204.92062936
201600641161,1,30,3292,5,0,1,3,14,30,21.446295624
201600641234,1,41,159,8,0,1,4,22,41,234.2681056
201600641234,2,41,159,8,0,1,4,22,41,234.2681056
201600641249,1,41,159,9,0,1,4,22,41,272.52183834
201600641249,2,41,159,9,0,1,4,22,41,272.52183834
201600641249,3,41,159,9,0,1,4,22,41,272.52183834
201600641365,1,28,437,5,0,1,3,11,28,33.780499661
201600641365,2,28,437,5,0,1,3,11,28,33.780499661
201600641365,3,28,437,5,0,1,3,11,28,33.780499661
201600641397,1,28,437,2,0,1,3,11,28,26.308637204
201600641466,1,12,455,5,1,1,3,12,12,23.909356419
201600641466,2,12,455,5,0,1,3,12,12,23.909356419
201600641467,1,12,455,4,99,1,3,12,12,11.213337484
201600641467,2,12,455,4,0,1,3,12,12,11.213337484
201600641495,1,12,456,5,0,1,3,12,12,23.909356419
201600641496,1,12,456,8,0,1,3,12,12,138.72526119
201600641496,2,12,456,8,0,1,3,12,12,138.72526119
201600641499,1,12,456,9,99,1,3,12,12,160.35589323
201600641499,2,12,456,9,0,1,3,12,12,160.35589323
201600641523,1,12,457,5,7,1,3,12,12,23.909356419
201600641523,2,12,457,5,0,1,3,12,12,23.909356419
201600641626,1,38,573,6,0,1,3,14,38,57.018657776
201600641626,2,38,573,6,0,1,3,14,38,57.018657776
201600641626,3,38,573,6,0,1,3,14,38,57.018657776
201600641638,1,38,573,3,0,1,3,14,38,29.937651978
201600641638,2,38,573,3,0,1,3,14,38,29.937651978
201600641643,1,38,573,8,0,1,3,14,38,139.64317048
201600641643,2,38,573,8,0,1,3,14,38,139.64317048
201600641652,1,38,573,5,0,1,3,14,38,23.24285786
201600641652,2,38,573,5,0,1,3,14,38,23.24285786
201600641659,1,38,573,10,0,1,3,14,38,239.56134362
201600641662,1,38,573,9,0,1,3,14,38,171.27044402
201600641662,2,38,573,9,0,1,3,14,38,171.27044402
201600641753,1,52,587,5,0,2,3,18,52,26.11279875
201600641753,2,52,587,5,0,2,3,18,52,26.11279875
201600641758,1,52,587,7,1,2,3,18,52,137.5672433
201600641758,2,52,587,7,0,2,3,18,52,137.5672433
201600641796,1,10,314,2,1,1,4,21,10,82.836785937
201600641815,1,10,314,7,0,1,4,21,10,513.50464805
201600641815,2,10,314,7,0,1,4,21,10,513.50464805
201600641822,1,10,314,8,0,1,4,21,10,425.59936382
201600641822,2,10,314,8,0,1,4,21,10,425.59936382
201600641849,1,10,314,9,0,1,4,21,10,479.45675898
201600641855,1,10,314,10,0,1,4,21,10,702.38727181
201600641855,2,10,314,10,0,1,4,21,10,702.38727181
201600641863,1,52,606,10,0,2,3,18,52,275.90328711
201600641879,1,10,314,6,0,1,4,21,10,169.09708386
201600641879,2,10,314,6,0,1,4,21,10,169.09708386
201600641882,1,10,314,2,0,1,4,21,10,82.836785937
201600641906,1,10,314,2,0,1,4,21,10,82.836785937
201600641925,1,10,314,4,0,1,4,21,10,31.360266732
201600641929,1,52,610,6,1,2,3,18,52,54.162295528
201600641929,2,52,610,6,0,2,3,18,52,54.162295528
201600641944,1,65,2851,6,0,1,3,13,65,54.086402528
201600641944,2,65,2851,6,0,1,3,13,65,54.086402528
201600641958,1,49,268,6,0,1,4,21,49,238.91601952
201600641958,2,49,268,6,0,1,4,21,49,238.91601952
201600641963,1,49,268,7,10,1,4,21,49,627.27544381
201600641963,2,49,268,7,0,1,4,21,49,627.27544381
201600641975,1,49,268,2,0,1,4,21,49,113.37016067
201600641986,1,49,268,2,0,1,4,21,49,113.37016067
201600642011,1,46,369,10,96,1,4,22,46,292.62224232
201600642020,1,46,369,10,96,1,4,22,46,292.62224232
201600642020,2,46,369,10,96,1,4,22,46,292.62224232
201600642029,1,38,578,9,0,1,3,14,38,171.27044402
201600642029,2,38,578,9,0,1,3,14,38,171.27044402
201600642039,1,25,2018,9,0,1,2,8,25,145.16552091
201600642039,2,25,2018,9,0,1,2,8,25,145.16552091
201600642053,1,35,2819,10,0,1,3,13,35,175.15441064
201600642077,1,25,2018,3,0,1,2,8,25,14.194437969
201600642077,2,25,2018,3,0,1,2,8,25,14.194437969
201600642107,1,52,610,8,0,2,3,18,52,145.60844102
201600642181,1,38,578,10,99,1,3,14,38,239.56134362
201600642181,2,38,578,10,0,1,3,14,38,239.56134362
201600642190,1,52,610,10,0,2,3,18,52,275.90328711
201600642190,2,52,610,10,0,2,3,18,52,275.90328711
201600642192,1,13,1207,9,96,1,1,3,13,316.2721501
201600642192,2,13,1207,9,5,1,1,3,13,316.2721501
201600642237,2,13,1207,10,99,1,1,3,13,374.0100221
201600642247,1,38,578,3,0,1,3,14,38,26.053163257
201600642247,2,38,578,3,0,1,3,14,38,26.053163257
201600642281,1,52,610,6,0,2,3,18,52,54.162295528
201600642282,1,25,2018,2,0,1,2,8,25,24.661466901
201600642291,1,13,4016,8,0,1,1,3,13,233.81333507
201600642308,1,45,4028,9,0,2,2,9,45,172.70071843
201600642331,1,38,573,8,0,1,3,14,38,139.64317048
201600642346,1,38,573,9,0,1,3,14,38,171.27044402
201600642346,2,38,573,9,0,1,3,14,38,171.27044402
201600642355,1,38,573,10,0,1,3,14,38,239.56134362
201600642375,1,45,4028,10,1,2,2,9,45,242.04135933
201600642375,2,45,4028,10,99,2,2,9,45,242.04135933
201600642385,1,38,573,6,0,1,3,14,38,57.018657776
201600642385,2,38,573,6,0,1,3,14,38,57.018657776
201600642402,1,35,2819,8,99,1,3,13,35,101.92762054
201600642439,1,45,4028,8,0,2,2,9,45,168.65644868
201600642439,2,45,4028,8,0,2,2,9,45,168.65644868
201600642445,1,45,4028,3,0,2,2,9,45,47.616124833
201600642449,1,35,2819,9,0,1,3,13,35,150.8784447
201600642449,2,35,2819,9,0,1,3,13,35,150.8784447
201600642465,1,25,2018,3,0,1,2,8,25,14.194437969
201600642478,1,35,2797,6,0,1,3,13,35,45.710254115
201600642478,2,35,2797,6,12,1,3,13,35,45.710254115
201600642481,1,35,2819,10,0,1,3,13,35,175.15441064
201600642482,1,25,2018,8,0,1,2,8,25,123.95756512
201600642482,2,25,2018,8,0,1,2,8,25,123.95756512
201600642487,1,67,1919,10,99,1,2,8,67,216.49883693
201600642487,2,67,1919,10,0,1,2,8,67,216.49883693
201600642494,1,25,2018,6,0,1,2,8,25,51.076027875
201600642494,2,25,2018,6,0,1,2,8,25,51.076027875
201600642494,3,25,2018,6,15,1,2,8,25,51.076027875
201600642498,1,20,3004,10,0,2,4,25,20,328.1838806
201600642512,1,20,3019,10,0,2,4,25,20,328.1838806
201600642522,1,67,1919,4,0,1,2,8,67,10.63313054
201600642522,2,67,1919,4,0,1,2,8,67,10.63313054
201600642539,1,65,2851,10,0,1,3,13,65,268.97048064
201600642539,2,65,2851,10,0,1,3,13,65,268.97048064
201600642543,1,62,543,8,0,2,3,18,62,126.64479921
201600642543,2,62,543,8,0,2,3,18,62,126.64479921
201600642543,3,62,543,8,0,2,3,18,62,126.64479921
201600642543,4,62,543,8,0,2,3,18,62,126.64479921
201600642557,1,62,543,9,0,2,3,18,62,153.68824954
201600642557,2,62,543,9,0,2,3,18,62,153.68824954
201600642559,1,38,568,7,0,1,3,14,38,174.01282186
201600642559,2,38,568,7,0,1,3,14,38,174.01282186
201600642567,1,35,2819,6,0,1,3,13,35,44.397390645
201600642567,2,35,2819,6,0,1,3,13,35,44.397390645
201600642580,1,25,2018,9,0,1,2,8,25,145.16552091
201600642580,2,25,2018,9,0,1,2,8,25,145.16552091
201600642593,1,35,2797,8,0,1,3,13,35,101.92762054
201600642593,2,35,2797,8,0,1,3,13,35,101.92762054
201600642616,1,35,2819,10,0,1,3,13,35,175.15441064
201600642616,2,35,2819,10,0,1,3,13,35,175.15441064
201600642617,1,35,2797,9,0,1,3,13,35,150.8784447
201600642617,2,35,2797,9,99,1,3,13,35,150.8784447
201600642636,1,62,543,10,0,2,3,18,62,221.46093874
201600642636,2,62,543,10,0,2,3,18,62,221.46093874
201600642636,3,62,543,10,0,2,3,18,62,221.46093874
201600642674,1,45,4028,10,0,2,2,9,45,242.04135933
201600642675,1,35,2819,3,99,1,3,13,35,30.564780393
201600642675,2,35,2819,3,0,1,3,13,35,30.564780393
