CASENUM,VEH_NO,PSU,PJ,STRATUM,MDRDSTRD,URBANICITY,REGION,PSUSTRAT,PSU_VAR,WEIGHT
201600027083,2,44,334,10,0,2,4,25,44,317.68153186
201600027085,1,44,334,9,0,2,4,25,44,219.79547524
201600027085,2,44,334,9,0,2,4,25,44,219.79547524
201600027104,1,65,2851,5,0,1,3,13,65,26.423121006
201600027106,1,22,1260,6,99,2,1,5,22,69.025921153
201600027106,2,22,1260,6,0,2,1,5,22,69.025921153
201600027106,3,22,1260,6,0,2,1,5,22,69.025921153
201600027110,1,22,1260,8,99,2,1,5,22,148.1235062
201600027110,2,22,1260,8,0,2,1,5,22,148.1235062
201600027240,1,22,1260,9,0,2,1,5,22,148.66371501
201600027240,2,22,1260,9,0,2,1,5,22,148.66371501
201600027244,1,22,1260,10,0,2,1,5,22,246.50367238
201600027244,2,22,1260,10,0,2,1,5,22,246.50367238
201600027305,1,40,3076,10,0,1,3,15,40,438.91425837
201600027317,1,40,3076,6,0,1,3,15,40,124.2318535
201600027317,2,40,3076,6,0,1,3,15,40,124.2318535
201600027324,1,40,3076,10,0,1,3,15,40,438.91425837
201600027325,1,40,3076,8,0,1,3,15,40,287.25910116
201600027325,2,40,3076,8,0,1,3,15,40,287.25910116
201600027351,1,40,3077,8,0,1,3,15,40,287.25910116
201600027351,2,40,3077,8,0,1,3,15,40,287.25910116
201600027398,1,22,1265,9,99,2,1,5,22,148.663715
201600027398,2,22,1265,9,0,2,1,5,22,148.663715
201600027400,1,22,1265,10,0,2,1,5,22,246.50367237
201600027401,1,22,1265,8,0,2,1,5,22,148.12350619
201600027476,1,37,3201,5,0,2,4,24,37,23.092335506
201600027488,1,37,3201,10,0,2,4,24,37,322.7347052
201600027494,1,37,3201,6,0,2,4,24,37,74.143559476
201600027494,2,37,3201,6,0,2,4,24,37,74.143559476
201600027494,3,37,3201,6,0,2,4,24,37,74.143559476
201600027499,1,37,3200,10,0,2,4,24,37,322.7347052
201600027499,2,37,3200,10,0,2,4,24,37,322.7347052
201600027500,1,37,3200,3,0,2,4,24,37,31.854671795
201600027500,2,37,3200,3,0,2,4,24,37,31.854671795
201600027508,1,37,3200,9,0,2,4,24,37,241.38250192
201600027508,2,37,3200,9,0,2,4,24,37,241.38250192
201600027522,1,37,3200,8,0,2,4,24,37,177.64162702
201600027522,2,37,3200,8,0,2,4,24,37,177.64162702
201600027526,1,37,3202,7,0,2,4,24,37,206.3655652
201600027526,2,37,3202,7,0,2,4,24,37,206.3655652
201600027533,1,63,2907,6,0,2,3,16,63,63.697534598
201600027533,2,63,2907,6,0,2,3,16,63,63.697534598
201600027534,1,63,2907,9,0,2,3,16,63,183.80663792
201600027534,2,63,2907,9,0,2,3,16,63,183.80663792
201600027538,1,63,2907,8,98,2,3,16,63,182.43353255
201600027538,2,63,2907,8,0,2,3,16,63,182.43353255
201600027542,1,63,2907,2,12,2,3,16,63,26.068788355
201600027567,1,63,2907,8,0,2,3,16,63,182.43353255
201600027567,2,63,2907,8,0,2,3,16,63,182.43353255
201600027574,1,22,1265,10,0,2,1,5,22,246.50367237
201600027575,1,63,2907,5,0,2,3,16,63,89.222607501
201600027575,2,63,2907,5,0,2,3,16,63,89.222607501
201600027583,1,63,2907,9,0,2,3,16,63,183.80663792
201600027583,2,63,2907,9,0,2,3,16,63,183.80663792
201600027585,1,63,2907,10,12,2,3,16,63,310.40470173
201600027585,2,63,2907,10,12,2,3,16,63,310.40470173
201600027588,1,63,2907,3,0,2,3,16,63,40.555730682
201600027588,2,63,2907,3,1,2,3,16,63,40.555730682
201600027599,1,63,2906,3,12,2,3,16,63,40.555730682
201600027607,1,63,2825,2,0,2,3,16,63,26.068788355
201600027613,1,63,2972,8,93,2,3,16,63,182.43353255
201600027613,2,63,2972,8,0,2,3,16,63,182.43353255
201600027615,1,63,2904,10,93,2,3,16,63,310.40470173
201600027615,2,63,2904,10,0,2,3,16,63,310.40470173
201600027616,1,63,2904,5,98,2,3,16,63,100.14989746
201600027616,2,63,2904,5,98,2,3,16,63,100.14989746
201600027619,1,65,2883,7,0,1,3,13,65,174.05401633
201600027619,2,65,2883,7,12,1,3,13,65,174.05401633
201600027626,1,65,2881,6,0,1,3,13,65,54.086402526
201600027626,2,65,2881,6,0,1,3,13,65,54.086402526
201600027629,1,65,2881,9,0,1,3,13,65,181.67007486
201600027629,2,65,2881,9,0,1,3,13,65,181.67007486
201600027630,1,65,2881,5,10,1,3,13,65,26.423121005
201600027630,2,65,2881,5,0,1,3,13,65,26.423121005
201600027635,1,65,2881,5,0,1,3,13,65,26.423121005
201600027643,1,25,1829,10,3,1,2,8,25,189.6892631
201600027644,1,25,1829,8,0,1,2,8,25,123.95756513
201600027644,2,25,1829,8,0,1,2,8,25,123.95756513
201600027645,1,25,1829,5,0,1,2,8,25,129.39140504
201600027663,1,65,2857,8,0,1,3,13,65,139.83639947
201600027663,2,65,2857,8,0,1,3,13,65,139.83639947
201600027663,3,65,2857,8,12,1,3,13,65,139.83639947
201600027663,4,65,2857,8,0,1,3,13,65,139.83639947
201600027663,5,65,2857,8,12,1,3,13,65,139.83639947
201600027665,1,65,2857,6,0,1,3,13,65,54.086402528
201600027665,2,65,2857,6,98,1,3,13,65,54.086402528
201600027690,1,22,1259,10,0,2,1,5,22,246.50367239
201600027690,2,22,1259,10,0,2,1,5,22,246.50367239
201600027692,1,22,1259,5,99,2,1,5,22,60.346818856
201600027692,2,22,1259,5,99,2,1,5,22,60.346818856
201600027693,1,22,1259,9,0,2,1,5,22,148.66371501
201600027769,1,65,2855,9,99,1,3,13,65,181.67007486
201600027769,2,65,2855,9,0,1,3,13,65,181.67007486
201600027770,1,48,91,6,0,1,3,12,48,157.28668893
201600027770,2,48,91,6,0,1,3,12,48,157.28668893
201600027776,1,48,85,10,92,1,3,12,48,540.79363666
201600027782,1,48,85,2,0,1,3,12,48,71.810376184
201600027790,1,48,85,8,0,1,3,12,48,326.43196105
201600027791,1,48,91,9,10,1,3,12,48,427.41720998
201600027791,2,48,91,9,0,1,3,12,48,427.41720998
201600027796,1,48,91,10,0,1,3,12,48,540.79363666
201600027796,2,48,91,10,0,1,3,12,48,540.79363666
201600027797,1,48,91,5,0,1,3,12,48,31.455210339
201600027802,1,48,91,5,0,1,3,12,48,31.455210339
201600027802,2,48,91,5,0,1,3,12,48,31.455210339
201600027803,1,48,85,7,0,1,3,12,48,341.53118408
201600027811,1,48,91,8,12,1,3,12,48,326.43196105
201600027811,2,48,91,8,0,1,3,12,48,326.43196105
201600027811,3,48,91,8,0,1,3,12,48,326.43196105
201600027811,4,48,91,8,0,1,3,12,48,326.43196105
201600027835,1,22,1259,10,0,2,1,5,22,246.50367239
201600027861,1,70,46,4,98,2,3,16,70,30.771495765
201600027865,1,70,46,10,0,2,3,16,70,215.218122
201600027865,2,70,46,10,0,2,3,16,70,215.218122
201600027868,1,70,46,5,99,2,3,16,70,33.556555226
201600027869,1,70,46,9,0,2,3,16,70,146.52410486
201600027876,1,70,46,8,0,2,3,16,70,130.17618946
201600027876,2,70,46,8,0,2,3,16,70,130.17618946
201600027878,1,70,46,10,0,2,3,16,70,215.218122
201600027887,1,70,46,7,0,2,3,16,70,129.82708256
201600027887,2,70,46,7,0,2,3,16,70,129.82708256
201600027895,1,70,46,8,0,2,3,16,70,130.17618946
201600027897,1,70,46,2,99,2,3,16,70,28.248233112
201600027899,1,70,46,8,98,2,3,16,70,130.17618946
201600027903,1,70,137,6,99,2,3,16,70,51.573654892
201600027903,2,70,137,6,0,2,3,16,70,51.573654892
201600027909,1,70,137,10,0,2,3,16,70,215.218122
201600027909,2,70,137,10,0,2,3,16,70,215.218122
201600027910,1,70,137,8,99,2,3,16,70,130.17618946
201600027910,2,70,137,8,0,2,3,16,70,130.17618946
201600027913,1,70,137,9,99,2,3,16,70,146.52410486
201600027913,2,70,137,9,0,2,3,16,70,146.52410486
201600027925,1,70,137,10,0,2,3,16,70,215.218122
201600027925,2,70,137,10,0,2,3,16,70,215.218122
201600027930,1,70,138,10,0,2,3,16,70,215.218122
201600027930,2,70,138,10,0,2,3,16,70,215.218122
201600027934,1,70,138,8,99,2,3,16,70,130.17618946
201600027934,2,70,138,8,0,2,3,16,70,130.17618946
201600027937,1,70,136,9,1,2,3,16,70,146.52410486
201600027937,2,70,136,9,0,2,3,16,70,146.52410486
201600027940,1,70,138,9,0,2,3,16,70,146.52410486
201600027940,2,70,138,9,0,2,3,16,70,146.52410486
201600027950,1,70,138,10,0,2,3,16,70,215.218122
201600027950,2,70,138,10,0,2,3,16,70,215.218122
201600027958,1,70,138,9,0,2,3,16,70,146.52410486
201600027958,2,70,138,9,0,2,3,16,70,146.52410486
201600027963,1,70,138,6,0,2,3,16,70,51.573654892
201600027963,2,70,138,6,0,2,3,16,70,51.573654892
201600027965,1,70,138,10,0,2,3,16,70,215.218122
201600027965,2,70,138,10,0,2,3,16,70,215.218122
201600027966,1,70,138,8,0,2,3,16,70,130.17618946
201600027966,2,70,138,8,0,2,3,16,70,130.17618946
201600027975,1,70,138,9,0,2,3,16,70,146.52410486
201600027975,2,70,138,9,0,2,3,16,70,146.52410486
201600027980,1,70,138,5,0,2,3,16,70,33.556555226
201600027980,2,70,138,5,0,2,3,16,70,33.556555226
201600027987,1,70,138,10,0,2,3,16,70,215.218122
201600027987,2,70,138,10,0,2,3,16,70,215.218122
201600027988,1,70,138,6,0,2,3,16,70,51.573654892
201600027988,2,70,138,6,0,2,3,16,70,51.573654892
201600027988,3,70,138,6,0,2,3,16,70,51.573654892
201600027996,1,70,138,9,0,2,3,16,70,146.52410486
201600027996,2,70,138,9,0,2,3,16,70,146.52410486
201600028000,1,70,138,6,1,2,3,16,70,51.573654892
201600028000,2,70,138,6,0,2,3,16,70,51.573654892
201600028000,3,70,138,6,0,2,3,16,70,51.573654892
201600028004,1,70,138,10,0,2,3,16,70,215.218122
201600028004,2,70,138,10,0,2,3,16,70,215.218122
201600028011,1,70,138,9,0,2,3,16,70,146.52410486
201600028011,2,70,138,9,0,2,3,16,70,146.52410486
201600028012,1,70,138,8,0,2,3,16,70,130.17618946
201600028012,2,70,138,8,0,2,3,16,70,130.17618946
201600028013,1,70,138,5,0,2,3,16,70,29.895221382
201600028013,2,70,138,5,0,2,3,16,70,29.895221382
201600028015,1,70,136,8,1,2,3,16,70,130.17618946
201600028015,2,70,136,8,0,2,3,16,70,130.17618946
201600028020,1,70,138,7,0,2,3,16,70,129.82708256
201600028020,2,70,138,7,0,2,3,16,70,129.82708256
201600028026,1,70,138,9,0,2,3,16,70,146.52410486
201600028026,2,70,138,9,0,2,3,16,70,146.52410486
201600028026,3,70,138,9,0,2,3,16,70,146.52410486
201600028030,1,70,138,6,0,2,3,16,70,51.573654892
201600028030,2,70,138,6,0,2,3,16,70,51.573654892
201600028036,1,70,46,9,17,2,3,16,70,146.52410486
201600028036,2,70,46,9,0,2,3,16,70,146.52410486
201600028045,1,25,1829,10,0,1,2,8,25,189.6892631
201600028048,1,25,1829,7,0,1,2,8,25,124.40030854
201600028050,1,25,1829,9,0,1,2,8,25,145.16552092
201600028050,2,25,1829,9,0,1,2,8,25,145.16552092
201600028052,1,25,1829,9,0,1,2,8,25,145.16552092
201600028057,1,25,1829,10,0,1,2,8,25,189.6892631
201600028059,1,25,1829,10,0,1,2,8,25,189.6892631
201600028061,1,25,1829,9,0,1,2,8,25,145.16552092
201600028064,1,25,1829,10,0,1,2,8,25,189.6892631
201600028065,1,25,1829,8,12,1,2,8,25,123.95756513
201600028067,1,25,1829,10,0,1,2,8,25,189.6892631
201600028068,1,25,1829,9,0,1,2,8,25,145.16552092
201600028068,2,25,1829,9,0,1,2,8,25,145.16552092
201600028069,1,25,1829,10,0,1,2,8,25,189.6892631
201600028071,1,25,1829,10,0,1,2,8,25,189.6892631
201600028071,2,25,1829,10,0,1,2,8,25,189.6892631
201600028072,1,22,1262,10,0,2,1,5,22,246.50367239
201600028074,1,25,2091,8,0,1,2,8,25,123.95756512
201600028074,2,25,2091,8,0,1,2,8,25,123.95756512
201600028075,2,22,1262,7,0,2,1,5,22,162.64597168
201600028077,1,22,1262,3,0,2,1,5,22,105.26828735
201600028078,1,25,2091,10,0,1,2,8,25,189.6892631
201600028085,1,25,2091,9,0,1,2,8,25,145.16552092
201600028085,2,25,2091,9,0,1,2,8,25,145.16552092
201600028087,1,25,2091,10,0,1,2,8,25,189.6892631
201600028092,1,25,2091,9,0,1,2,8,25,145.16552092
201600028092,2,25,2091,9,0,1,2,8,25,145.16552092
201600028095,1,25,2091,10,0,1,2,8,25,189.6892631
201600028099,1,25,2091,9,0,1,2,8,25,145.16552092
201600028102,1,25,2091,10,0,1,2,8,25,189.6892631
201600028102,2,25,2091,10,0,1,2,8,25,189.6892631
201600028103,1,25,2091,7,99,1,2,8,25,124.40030854
201600028108,1,25,2091,9,0,1,2,8,25,145.16552092
201600028108,2,25,2091,9,0,1,2,8,25,145.16552092
201600028113,1,25,2091,9,0,1,2,8,25,145.16552092
201600028113,2,25,2091,9,0,1,2,8,25,145.16552092
201600028114,1,25,2091,10,0,1,2,8,25,189.6892631
201600028115,1,25,2091,6,0,1,2,8,25,72.412032501
201600028115,2,25,2091,6,0,1,2,8,25,72.412032501
201600028118,1,25,2091,9,0,1,2,8,25,145.16552092
201600028118,2,25,2091,9,0,1,2,8,25,145.16552092
201600028120,1,25,2091,7,92,1,2,8,25,124.40030854
201600028120,2,25,2091,7,0,1,2,8,25,124.40030854
201600028122,1,25,2091,9,0,1,2,8,25,145.16552092
201600028122,2,25,2091,9,0,1,2,8,25,145.16552092
201600028123,1,25,2091,8,0,1,2,8,25,123.95756512
201600028123,2,25,2091,8,0,1,2,8,25,123.95756512
201600028128,1,25,2091,10,0,1,2,8,25,189.6892631
201600028130,1,25,2091,8,0,1,2,8,25,123.95756512
201600028130,2,25,2091,8,0,1,2,8,25,123.95756512
201600028135,1,25,2091,9,0,1,2,8,25,82.448058186
201600028141,1,25,2091,8,0,1,2,8,25,123.95756512
201600028141,2,25,2091,8,0,1,2,8,25,123.95756512
201600028141,3,25,2091,8,0,1,2,8,25,123.95756512
201600028145,1,25,2091,6,0,1,2,8,25,72.412032501
201600028145,2,25,2091,6,0,1,2,8,25,72.412032501
201600028145,3,25,2091,6,0,1,2,8,25,72.412032501
201600028148,1,25,2091,9,0,1,2,8,25,145.16552092
201600028148,2,25,2091,9,0,1,2,8,25,145.16552092
201600028149,1,25,2091,10,92,1,2,8,25,189.6892631
201600028160,1,65,2854,8,93,1,3,13,65,139.83639946
201600028163,1,40,3089,5,0,1,3,15,40,50.470261182
201600028207,1,65,2854,2,98,1,3,13,65,24.694921392
201600028226,1,22,1255,7,0,2,1,5,22,162.64597168
201600028226,2,22,1255,7,0,2,1,5,22,162.64597168
201600028227,1,22,1255,10,0,2,1,5,22,246.50367238
201600028230,1,22,1255,9,92,2,1,5,22,148.66371501
201600028230,2,22,1255,9,0,2,1,5,22,148.66371501
201600028234,1,22,1255,10,99,2,1,5,22,246.50367238
201600028328,1,67,1921,3,0,1,2,8,67,24.40920856
201600028343,1,67,1921,7,0,1,2,8,67,133.86221214
201600028343,2,67,1921,7,0,1,2,8,67,133.86221214
201600028346,1,67,1921,9,0,1,2,8,67,153.59094444
201600028346,2,67,1921,9,0,1,2,8,67,153.59094444
201600028354,1,22,1255,6,99,2,1,5,22,69.025921155
201600028354,2,22,1255,6,0,2,1,5,22,69.025921155
201600028354,3,22,1255,6,0,2,1,5,22,69.025921155
201600028371,1,22,1262,10,0,2,1,5,22,246.50367239
201600028383,1,67,1921,6,0,1,2,8,67,52.540871085
201600028383,2,67,1921,6,0,1,2,8,67,52.540871085
201600028419,1,67,1921,10,0,1,2,8,67,216.49883692
201600028475,1,65,2853,6,1,1,3,13,65,54.086402528
201600028475,2,65,2853,6,0,1,3,13,65,54.086402528
201600028478,1,67,1921,8,0,1,2,8,67,126.94044258
201600028478,2,67,1921,8,0,1,2,8,67,126.94044258
201600028498,1,67,1921,9,12,1,2,8,67,153.59094444
201600028498,2,67,1921,9,0,1,2,8,67,153.59094444
201600028508,1,67,1921,10,0,1,2,8,67,216.49883692
201600028508,2,67,1921,10,0,1,2,8,67,216.49883692
201600028511,1,67,1921,2,0,1,2,8,67,25.220769815
201600028558,1,67,1921,9,0,1,2,8,67,153.59094444
201600028558,2,67,1921,9,0,1,2,8,67,153.59094444
201600028570,1,67,1921,5,0,1,2,8,67,22.476264892
201600028570,2,67,1921,5,0,1,2,8,67,22.476264892
201600028576,1,67,1921,10,99,1,2,8,67,216.49883692
201600028576,2,67,1921,10,0,1,2,8,67,216.49883692
201600028584,1,67,1921,5,0,1,2,8,67,22.476264892
201600028594,1,44,334,8,0,2,4,25,44,186.63475792
201600028703,1,67,1921,9,0,1,2,8,67,153.59094444
201600028706,1,67,1921,6,0,1,2,8,67,52.540871085
201600028706,2,67,1921,6,0,1,2,8,67,52.540871085
201600028706,3,67,1921,6,0,1,2,8,67,52.540871085
201600028726,1,67,1921,8,0,1,2,8,67,126.94044258
201600028726,2,67,1921,8,0,1,2,8,67,126.94044258
201600028772,1,67,1928,7,0,1,2,8,67,133.86221215
201600028774,1,67,1928,10,0,1,2,8,67,216.49883693
201600028774,2,67,1928,10,0,1,2,8,67,216.49883693
201600028778,1,67,1928,8,99,1,2,8,67,126.94044258
201600028778,2,67,1928,8,0,1,2,8,67,126.94044258
201600028797,1,22,1259,10,0,2,1,5,22,246.50367239
201600028808,1,22,1259,8,99,2,1,5,22,148.12350619
201600028835,1,22,1259,9,0,2,1,5,22,148.66371501
201600028835,2,22,1259,9,0,2,1,5,22,148.66371501
201600028841,1,10,329,2,0,1,4,21,10,82.836785936
201600028845,1,22,1259,10,0,2,1,5,22,246.50367239
201600028865,1,10,329,8,0,1,4,21,10,425.59936383
201600028865,2,10,329,8,0,1,4,21,10,425.59936383
201600028992,1,65,2853,5,0,1,3,13,65,26.423121006
201600029003,1,44,334,10,0,2,4,25,44,317.68153186
201600029024,1,44,334,7,0,2,4,25,44,198.91180386
201600029043,1,44,334,8,0,2,4,25,44,186.63475792
201600029043,2,44,334,8,0,2,4,25,44,186.63475792
201600029076,1,44,375,5,0,2,4,25,44,58.033783713
201600029086,1,67,1930,6,0,1,2,8,67,52.540871085
201600029086,2,67,1930,6,0,1,2,8,67,52.540871085
201600029091,1,67,1930,10,0,1,2,8,67,216.49883692
201600029091,2,67,1930,10,0,1,2,8,67,216.49883692
201600029094,1,67,1930,9,0,1,2,8,67,153.59094445
201600029094,2,67,1930,9,0,1,2,8,67,153.59094445
201600029108,1,22,1265,6,10,2,1,5,22,69.025921152
201600029111,1,67,1930,9,0,1,2,8,67,153.59094445
201600029111,2,67,1930,9,0,1,2,8,67,153.59094445
201600029119,1,22,1265,8,0,2,1,5,22,148.12350619
201600029120,1,67,1930,6,0,1,2,8,67,52.540871085
201600029120,2,67,1930,6,0,1,2,8,67,52.540871085
201600029120,3,67,1930,6,0,1,2,8,67,52.540871085
201600029120,4,67,1930,6,0,1,2,8,67,52.540871085
201600029125,1,67,1930,8,0,1,2,8,67,126.94044258
201600029125,2,67,1930,8,0,1,2,8,67,126.94044258
201600029144,1,22,1265,10,0,2,1,5,22,246.50367237
201600029159,1,65,2851,2,12,1,3,13,65,28.376898229
201600029170,1,65,2851,8,0,1,3,13,65,139.83639946
201600029170,2,65,2851,8,0,1,3,13,65,139.83639946
201600029255,1,45,1278,6,0,2,2,9,45,68.153126237
201600029255,2,45,1278,6,0,2,2,9,45,68.153126237
201600029258,1,45,1278,10,0,2,2,9,45,242.04135933
201600029264,1,45,1278,10,0,2,2,9,45,242.04135933
201600029267,1,45,1278,6,0,2,2,9,45,68.153126237
201600029277,1,45,1278,10,0,2,2,9,45,242.04135933
201600029289,1,45,1278,10,0,2,2,9,45,242.04135933
201600029300,1,45,1278,10,96,2,2,9,45,242.04135933
201600029311,1,45,1278,9,96,2,2,9,45,172.70071843
201600029324,1,65,2851,10,98,1,3,13,65,268.97048064
201600029324,2,65,2851,10,0,1,3,13,65,268.97048064
201600029328,1,45,1278,10,0,2,2,9,45,242.04135933
201600029330,1,45,1278,9,0,2,2,9,45,172.70071843
201600029352,1,45,1283,10,96,2,2,9,45,242.04135933
201600029361,1,45,1283,9,1,2,2,9,45,172.70071843
201600029361,2,45,1283,9,0,2,2,9,45,172.70071843
201600029386,1,65,2851,6,0,1,3,13,65,54.086402528
201600029386,2,65,2851,6,0,1,3,13,65,54.086402528
201600029404,1,44,375,6,0,2,4,25,44,73.193140876
201600029404,2,44,375,6,0,2,4,25,44,73.193140876
201600029439,1,44,375,8,0,2,4,25,44,186.63475792
201600029486,1,22,1260,8,99,2,1,5,22,148.1235062
201600029486,2,22,1260,8,0,2,1,5,22,148.1235062
201600029490,1,22,1260,9,0,2,1,5,22,148.66371501
201600029490,2,22,1260,9,0,2,1,5,22,148.66371501
201600029501,1,22,1260,10,0,2,1,5,22,246.50367238
201600029501,2,22,1260,10,0,2,1,5,22,246.50367238
201600029572,1,67,1925,10,96,1,2,8,67,216.49883692
201600029572,2,67,1925,10,96,1,2,8,67,216.49883692
201600029573,1,46,353,7,0,1,4,22,46,190.8074557
201600029574,1,67,1925,8,0,1,2,8,67,126.94044258
201600029574,2,67,1925,8,0,1,2,8,67,126.94044258
201600029577,1,67,1925,5,0,1,2,8,67,26.188970968
201600029577,2,67,1925,5,0,1,2,8,67,26.188970968
201600029583,1,67,1925,7,0,1,2,8,67,133.86221214
201600029583,2,67,1925,7,0,1,2,8,67,133.86221214
201600029584,1,67,1925,9,0,1,2,8,67,153.59094445
201600029584,2,67,1925,9,0,1,2,8,67,153.59094445
201600029590,1,46,353,6,0,1,4,22,46,59.696053213
201600029590,2,46,353,6,0,1,4,22,46,59.696053213
201600029597,1,67,1925,10,0,1,2,8,67,216.49883692
201600029597,2,67,1925,10,0,1,2,8,67,216.49883692
201600029611,1,67,1925,9,96,1,2,8,67,153.59094445
201600029611,2,67,1925,9,0,1,2,8,67,153.59094445
201600029615,1,67,1925,6,0,1,2,8,67,52.540871086
201600029615,2,67,1925,6,0,1,2,8,67,52.540871086
201600029617,1,67,1925,5,10,1,2,8,67,26.188970968
201600029617,2,67,1925,5,0,1,2,8,67,26.188970968
201600029617,3,67,1925,5,0,1,2,8,67,26.188970968
201600029625,1,67,1925,6,0,1,2,8,67,52.540871086
201600029625,2,67,1925,6,0,1,2,8,67,52.540871086
201600029627,1,67,1925,8,0,1,2,8,67,126.94044258
201600029627,2,67,1925,8,0,1,2,8,67,126.94044258
201600029634,1,67,1925,10,99,1,2,8,67,216.49883692
201600029641,1,46,353,2,0,1,4,22,46,29.078645582
201600029644,1,65,2851,9,12,1,3,13,65,181.67007486
201600029644,2,65,2851,9,98,1,3,13,65,181.67007486
201600029653,1,67,1925,6,0,1,2,8,67,52.540871086
201600029653,2,67,1925,6,0,1,2,8,67,52.540871086
201600029664,1,67,1925,9,0,1,2,8,67,153.59094445
201600029664,2,67,1925,9,0,1,2,8,67,153.59094445
201600029674,1,67,1925,6,0,1,2,8,67,52.540871086
201600029674,2,67,1925,6,0,1,2,8,67,52.540871086
201600029677,1,67,1925,10,92,1,2,8,67,216.49883692
201600029678,1,67,1933,5,0,1,2,8,67,34.919363807
201600029678,2,67,1933,5,0,1,2,8,67,34.919363807
201600029681,1,67,1933,9,0,1,2,8,67,153.59094445
201600029681,2,67,1933,9,0,1,2,8,67,153.59094445
201600029687,1,67,1933,9,12,1,2,8,67,153.59094445
201600029687,2,67,1933,9,0,1,2,8,67,153.59094445
201600029699,1,67,1933,10,0,1,2,8,67,216.49883693
201600029699,2,67,1933,10,0,1,2,8,67,216.49883693
201600029701,1,67,1933,7,0,1,2,8,67,133.86221214
201600029708,1,67,1933,8,0,1,2,8,67,126.94044258
201600029708,2,67,1933,8,0,1,2,8,67,126.94044258
201600029708,3,67,1933,8,0,1,2,8,67,126.94044258
201600029710,1,46,353,8,0,1,4,22,46,161.03680272
201600029710,2,46,353,8,0,1,4,22,46,161.03680272
201600029712,1,67,1933,9,0,1,2,8,67,153.59094445
201600029712,2,67,1933,9,0,1,2,8,67,153.59094445
201600029723,1,67,1933,10,0,1,2,8,67,216.49883693
201600029729,1,67,1933,9,0,1,2,8,67,153.59094445
201600029729,2,67,1933,9,0,1,2,8,67,153.59094445
201600029729,3,67,1933,9,0,1,2,8,67,153.59094445
201600029736,1,67,1933,9,0,1,2,8,67,153.59094445
201600029736,2,67,1933,9,0,1,2,8,67,153.59094445
201600029739,1,67,1933,4,0,1,2,8,67,35.055591052
201600029739,2,67,1933,4,0,1,2,8,67,35.055591052
201600029742,1,67,1933,10,1,1,2,8,67,216.49883693
201600029742,2,67,1933,10,0,1,2,8,67,216.49883693
201600029754,1,67,1933,4,0,1,2,8,67,35.055591052
201600029754,2,67,1933,4,0,1,2,8,67,35.055591052
201600029774,1,25,2025,9,0,1,2,8,25,145.16552091
201600029774,2,25,2025,9,16,1,2,8,25,145.16552091
201600029775,1,25,2025,9,0,1,2,8,25,145.16552091
201600029775,2,25,2025,9,0,1,2,8,25,145.16552091
201600029789,1,25,2025,9,0,1,2,8,25,145.16552091
201600029790,1,25,2025,6,0,1,2,8,25,105.93756921
201600029791,1,25,2025,9,0,1,2,8,25,145.16552091
201600029791,2,25,2025,9,0,1,2,8,25,145.16552091
201600029792,1,25,2025,9,0,1,2,8,25,145.16552091
201600029797,1,25,2025,9,0,1,2,8,25,145.16552091
201600029797,2,25,2025,9,0,1,2,8,25,145.16552091
201600029798,1,25,2025,10,0,1,2,8,25,189.68926309
201600029802,1,65,2851,10,0,1,3,13,65,268.97048064
201600029807,1,44,334,10,0,2,4,25,44,317.68153186
201600029815,1,44,334,8,0,2,4,25,44,186.63475792
201600029815,2,44,334,8,0,2,4,25,44,186.63475792
201600029815,3,44,334,8,0,2,4,25,44,186.63475792
201600029829,1,65,2851,8,0,1,3,13,65,139.83639946
201600029829,2,65,2851,8,0,1,3,13,65,139.83639946
201600029844,1,40,3076,2,0,1,3,15,40,46.042834217
201600029858,1,40,3089,10,0,1,3,15,40,438.91425837
201600029858,2,40,3089,10,0,1,3,15,40,438.91425837
201600029861,1,40,3069,5,0,1,3,15,40,50.470261182
201600029866,1,44,388,8,0,2,4,25,44,186.63475792
201600029866,2,44,388,8,0,2,4,25,44,186.63475792
201600029882,1,44,388,6,0,2,4,25,44,73.193140876
201600029882,2,44,388,6,0,2,4,25,44,73.193140876
201600029906,1,44,388,10,0,2,4,25,44,317.68153186
201600029906,2,44,388,10,0,2,4,25,44,317.68153186
201600029927,1,45,1283,10,0,2,2,9,45,242.04135933
201600029944,1,45,1283,9,1,2,2,9,45,172.70071843
201600029944,2,45,1283,9,0,2,2,9,45,172.70071843
201600029950,1,65,2851,3,12,1,3,13,65,26.737756318
201600029950,2,65,2851,3,0,1,3,13,65,26.737756318
201600029956,1,45,1283,6,0,2,2,9,45,68.153126239
201600029971,1,25,2092,6,0,1,2,8,25,84.030663502
201600029971,2,25,2092,6,0,1,2,8,25,84.030663502
201600029972,1,25,2092,8,0,1,2,8,25,123.95756512
201600029972,2,25,2092,8,0,1,2,8,25,123.95756512
201600029972,3,25,2092,8,0,1,2,8,25,123.95756512
201600029973,1,25,2092,10,0,1,2,8,25,189.68926309
201600029973,2,25,2092,10,0,1,2,8,25,189.68926309
201600029973,3,25,2092,10,0,1,2,8,25,189.68926309
201600029976,1,25,2092,10,0,1,2,8,25,189.68926309
201600029976,2,25,2092,10,0,1,2,8,25,189.68926309
201600029977,1,25,2092,9,0,1,2,8,25,145.16552091
201600029977,2,25,2092,9,0,1,2,8,25,145.16552091
201600029984,1,25,2092,8,0,1,2,8,25,123.95756512
201600029984,2,25,2092,8,0,1,2,8,25,123.95756512
